,head_eo_model_id,Самосвалы CAT 785C,eo_code,counter_current,motohour_coef
333,65,Самосвалы CAT 785C,100000065607,86306.944,1.0904366149161462
334,65,Самосвалы CAT 785C,100000065607,86296.434,1.0902981431565566
335,65,Самосвалы CAT 785C,100000065607,86288.724,1.0832018335222655
336,65,Самосвалы CAT 785C,100000065607,86280.284,1.0824652992552621
337,65,Самосвалы CAT 785C,100000065607,86268.544,1.0826483626365329
338,65,Самосвалы CAT 785C,100000065607,86258.364,1.0823947049748661
339,65,Самосвалы CAT 785C,100000065607,86247.264,1.0823984952477397
340,65,Самосвалы CAT 785C,100000065607,86235.884,1.0824813225043453
341,65,Самосвалы CAT 785C,100000065607,86235.754,1.079389347209307
342,65,Самосвалы CAT 785C,100000065607,86230.154,1.0778343675634514
343,65,Самосвалы CAT 785C,100000065607,86218.754,1.0779096095798801
344,65,Самосвалы CAT 785C,100000065607,86208.674,1.0776116722359008
345,65,Самосвалы CAT 785C,100000065607,86197.394,1.0776526134655993
346,65,Самосвалы CAT 785C,100000065607,86189.964,1.0765989605542545
347,65,Самосвалы CAT 785C,100000065607,86177.964,1.0768422791361503
348,65,Самосвалы CAT 785C,100000065607,86169.714,1.076015622388549
349,65,Самосвалы CAT 785C,100000065607,86158.744,1.0759634449135413
350,65,Самосвалы CAT 785C,100000065607,85639.14,1.0707378581784839
351,65,Самосвалы CAT 785C,100000065607,85627.91,1.0707454135475285
352,65,Самосвалы CAT 785C,100000065607,85617.165,1.0705915888928297
353,65,Самосвалы CAT 785C,100000065607,85606.085,1.0705485906471066
354,65,Самосвалы CAT 785C,100000065607,85594.085,1.0708136586978674
355,65,Самосвалы CAT 785C,100000065607,85582.865,1.0708182238933817
356,65,Самосвалы CAT 785C,100000065607,85571.83,1.070760359669537
357,65,Самосвалы CAT 785C,100000065607,85560.85,1.0706834592694123
358,65,Самосвалы CAT 785C,100000065607,85550.027,1.0705526585232248
359,65,Самосвалы CAT 785C,100000065607,85538.677,1.0706006993953965
360,65,Самосвалы CAT 785C,100000065607,85526.687,1.0708682572962454
361,65,Самосвалы CAT 785C,100000065607,85515.307,1.0709281216543503
362,65,Самосвалы CAT 785C,100000065607,85504.257,1.0708745636685493
363,65,Самосвалы CAT 785C,100000065607,85493.397,1.0707548466043446
364,65,Самосвалы CAT 785C,100000065607,85481.957,1.070835787332012
365,65,Самосвалы CAT 785C,100000065607,85470.517,1.0709173312401323
366,65,Самосвалы CAT 785C,100000065607,85458.787,1.0711010336648088
367,65,Самосвалы CAT 785C,100000065607,85447.647,1.071078741023069
368,65,Самосвалы CAT 785C,100000065607,85435.757,1.0713209169479196
369,65,Самосвалы CAT 785C,100000065607,85425.057,1.0711434290805497
370,65,Самосвалы CAT 785C,100000065607,85413.147,1.0713947880692807
371,65,Самосвалы CAT 785C,100000065607,85401.497,1.0715553045486088
372,65,Самосвалы CAT 785C,100000065607,85389.597,1.0718067001299612
373,65,Самосвалы CAT 785C,100000065607,85378.927,1.0716174137829728
374,65,Самосвалы CAT 785C,100000065607,85366.997,1.0718818098623202
375,65,Самосвалы CAT 785C,100000065607,85355.597,1.0719560660430505
376,65,Самосвалы CAT 785C,100000065607,85344.227,1.0720199729956925
377,65,Самосвалы CAT 785C,100000065607,85333.017,1.0720258868337507
378,65,Самосвалы CAT 785C,100000065607,85321.017,1.0723218061021633
379,65,Самосвалы CAT 785C,100000065607,85309.017,1.0726201669780766
380,65,Самосвалы CAT 785C,100000065607,85297.067,1.072902480828081
381,65,Самосвалы CAT 785C,100000065607,85285.067,1.073205734163195
382,65,Самосвалы CAT 785C,100000065607,85274.305,1.0730491052183102
383,65,Самосвалы CAT 785C,100000065607,85262.395,1.0733216334753324
384,65,Самосвалы CAT 785C,100000065607,85253.895,1.0723135304591318
