level_1_description,eo_main_class_id,eo_main_class_descr,eo_class_code,eo_class_description,constr_type,eo_model_id,eo_model_name,head_eo_model_id,head_eo_model_descr,component_class_id,component_class_descr,eo_description,eo_code,teh_mesto,teh_mesto_description,level_upper,sap_operation_status,operation_start_date,operation_finish_date,strategy_id,head_type,interval_between_overhaul
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №1619,100000008673,03-CTT-CC01,Самосвал №1619,03-CTT-C785,,2017-12-12,2030-01-01,4,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,65,Самосвалы CAT 785C,,,Компьютер промышл. бортовой Trax-10 LP,100000010272,03-CTT-CC01,Самосвал №1619,03-CTT-C785,,2019-03-01,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,"1,0",ДВС,ДВС 3512B №EEE00297,100000073096,03-CTT-CC01,Самосвал №1619,03-CTT-C785,,2021-03-10,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой правый,100000009813,03-CTT-CC01,Самосвал №1619,03-CTT-C785,,2017-12-12,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый,100000009814,03-CTT-CC01,Самосвал №1619,03-CTT-C785,,2017-12-12,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000009815,03-CTT-CC01,Самосвал №1619,03-CTT-C785,,2017-12-12,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000010306,03-CTT-CC01,Самосвал №1619,03-CTT-C785,,2017-12-12,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач,100000009812,03-CTT-CC01,Самосвал №1619,03-CTT-C785,,2017-12-12,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №1620,100000008674,03-CTT-CC02,Самосвал №1620,03-CTT-C785,,2017-12-12,2030-01-01,4,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,65,Самосвалы CAT 785C,,,Компьютер промышл. бортовой Trax-10 LP,100000009440,03-CTT-CC02,Самосвал №1620,03-CTT-C785,,2017-12-17,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач,100000009819,03-CTT-CC02,Самосвал №1620,03-CTT-C785,,2017-12-12,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000009816,03-CTT-CC02,Самосвал №1620,03-CTT-C785,,2017-12-12,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый,100000009817,03-CTT-CC02,Самосвал №1620,03-CTT-C785,,2017-12-12,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой правый,100000009818,03-CTT-CC02,Самосвал №1620,03-CTT-C785,,2017-12-12,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000010307,03-CTT-CC02,Самосвал №1620,03-CTT-C785,,2017-12-12,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,"1,0",ДВС,ДВС 3512B №8BR03178,100000009820,03-CTT-CC02,Самосвал №1620,03-CTT-C785,,2017-12-12,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,74,Самосвалы Komatsu HD785-7,,,Самосвал карьерный HD785-7 №1609,100000008666,03-CTT-KD01,Самосвал №1609,03-CTT-K787,,2012-10-04,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,74,Самосвалы Komatsu HD785-7,,,Компьютер промышл. бортовой Trax-10 LP,100000009422,03-CTT-KD01,Самосвал №1609,03-CTT-K787,,2017-08-13,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой левый,100000009777,03-CTT-KD01,Самосвал №1609,03-CTT-K787,,2012-10-04,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой правый,100000009778,03-CTT-KD01,Самосвал №1609,03-CTT-K787,,2012-10-04,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Кузов,100000010299,03-CTT-KD01,Самосвал №1609,03-CTT-K787,,2012-10-04,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,"1,0",ДВС,ДВС SAA12V140E-3B,100000009780,03-CTT-KD01,Самосвал №1609,03-CTT-K787,,2012-10-04,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Дифференциал,100000009776,03-CTT-KD01,Самосвал №1609,03-CTT-K787,,2012-10-04,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Коробка передач,100000009779,03-CTT-KD01,Самосвал №1609,03-CTT-K787,,2012-10-04,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,74,Самосвалы Komatsu HD785-7,,,Самосвал карьерный HD785-7 №1610,100000008667,03-CTT-KD02,Самосвал №1610,03-CTT-K787,,2012-10-14,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,74,Самосвалы Komatsu HD785-7,,,Компьютер промышл. бортовой Trax-10 LP,100000009423,03-CTT-KD02,Самосвал №1610,03-CTT-K787,,2017-08-18,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Кузов,100000010300,03-CTT-KD02,Самосвал №1610,03-CTT-K787,,2012-10-14,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Коробка передач,100000009782,03-CTT-KD02,Самосвал №1610,03-CTT-K787,,2012-10-14,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой левый,100000009784,03-CTT-KD02,Самосвал №1610,03-CTT-K787,,2012-10-14,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой правый,100000009783,03-CTT-KD02,Самосвал №1610,03-CTT-K787,,2012-10-14,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,"1,0",ДВС,ДВС SAA12V140E-3B №506086,100000009781,03-CTT-KD02,Самосвал №1610,03-CTT-K787,,2021-08-22,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Дифференциал,100000009785,03-CTT-KD02,Самосвал №1610,03-CTT-K787,,2012-10-14,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,74,Самосвалы Komatsu HD785-7,,,Самосвал карьерный HD785-7 №1611,100000008668,03-CTT-KD03,Самосвал №1611,03-CTT-K787,,2013-01-30,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,74,Самосвалы Komatsu HD785-7,,,Компьютер промышл. бортовой Trax-10 LP,100000009424,03-CTT-KD03,Самосвал №1611,03-CTT-K787,,2017-08-20,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Кузов,100000010301,03-CTT-KD03,Самосвал №1611,03-CTT-K787,,2013-01-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,"1,0",ДВС,ДВС SAA12V140E-3B №509606,100000067902,03-CTT-KD03,Самосвал №1611,03-CTT-K787,,2020-11-18,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Дифференциал,100000009786,03-CTT-KD03,Самосвал №1611,03-CTT-K787,,2013-01-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой левый,100000009787,03-CTT-KD03,Самосвал №1611,03-CTT-K787,,2013-01-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой правый,100000009788,03-CTT-KD03,Самосвал №1611,03-CTT-K787,,2013-01-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Коробка передач,100000009789,03-CTT-KD03,Самосвал №1611,03-CTT-K787,,2013-01-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,74,Самосвалы Komatsu HD785-7,,,Самосвал карьерный HD785-7 №1612,100000008669,03-CTT-KD04,Самосвал №1612,03-CTT-K787,,2013-01-30,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,74,Самосвалы Komatsu HD785-7,,,Компьютер промышл. бортовой Trax-10 LP,100000009425,03-CTT-KD04,Самосвал №1612,03-CTT-K787,,2017-08-20,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Дифференциал,100000009795,03-CTT-KD04,Самосвал №1612,03-CTT-K787,,2013-01-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Кузов,100000010302,03-CTT-KD04,Самосвал №1612,03-CTT-K787,,2013-01-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой правый,100000009793,03-CTT-KD04,Самосвал №1612,03-CTT-K787,,2013-01-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,"1,0",ДВС,ДВС SAA12V140E-3B,100000009791,03-CTT-KD04,Самосвал №1612,03-CTT-K787,,2013-01-30,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Коробка передач,100000009792,03-CTT-KD04,Самосвал №1612,03-CTT-K787,,2013-01-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой левый,100000009794,03-CTT-KD04,Самосвал №1612,03-CTT-K787,,2013-01-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,74,Самосвалы Komatsu HD785-7,,,Самосвал карьерный HD785-7 №1613,100000008670,03-CTT-KD05,Самосвал №1613,03-CTT-K787,,2013-02-28,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,74,Самосвалы Komatsu HD785-7,,,Компьютер промышл. бортовой Trax-10 LP,100000009426,03-CTT-KD05,Самосвал №1613,03-CTT-K787,,2017-08-23,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Кузов,100000010303,03-CTT-KD05,Самосвал №1613,03-CTT-K787,,2013-02-28,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Дифференциал,100000009796,03-CTT-KD05,Самосвал №1613,03-CTT-K787,,2013-02-28,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой левый,100000009797,03-CTT-KD05,Самосвал №1613,03-CTT-K787,,2013-02-28,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой правый,100000009798,03-CTT-KD05,Самосвал №1613,03-CTT-K787,,2013-02-28,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Коробка передач,100000009799,03-CTT-KD05,Самосвал №1613,03-CTT-K787,,2013-02-28,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,"1,0",ДВС,ДВС SAA12V140E-3B,100000009800,03-CTT-KD05,Самосвал №1613,03-CTT-K787,,2013-02-28,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,74,Самосвалы Komatsu HD785-7,,,Самосвал карьерный HD785-7 №1614,100000008671,03-CTT-KD06,Самосвал №1614,03-CTT-K787,,2013-03-29,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,74,Самосвалы Komatsu HD785-7,,,Компьютер промышл. бортовой Trax-10 LP,100000009427,03-CTT-KD06,Самосвал №1614,03-CTT-K787,,2017-08-26,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой правый,100000009803,03-CTT-KD06,Самосвал №1614,03-CTT-K787,,2013-03-29,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Кузов,100000010304,03-CTT-KD06,Самосвал №1614,03-CTT-K787,,2013-03-29,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой левый,100000009804,03-CTT-KD06,Самосвал №1614,03-CTT-K787,,2013-03-29,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Дифференциал,100000009805,03-CTT-KD06,Самосвал №1614,03-CTT-K787,,2013-03-29,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,"1,0",ДВС,ДВС SAA12V140E-3B №506086,100000009801,03-CTT-KD06,Самосвал №1614,03-CTT-K787,,2013-03-29,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Коробка передач,100000009802,03-CTT-KD06,Самосвал №1614,03-CTT-K787,,2013-03-29,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,74,Самосвалы Komatsu HD785-7,,,Самосвал карьерный HD785-7 №1615,100000008672,03-CTT-KD07,Самосвал №1615,03-CTT-K787,,2013-04-26,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,74,Самосвалы Komatsu HD785-7,,,Компьютер промышл. бортовой Trax-10 LP,100000009428,03-CTT-KD07,Самосвал №1615,03-CTT-K787,,2017-08-28,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Дифференциал,100000009806,03-CTT-KD07,Самосвал №1615,03-CTT-K787,,2013-04-26,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой левый,100000009807,03-CTT-KD07,Самосвал №1615,03-CTT-K787,,2013-04-26,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Кузов,100000010305,03-CTT-KD07,Самосвал №1615,03-CTT-K787,,2013-04-26,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,"1,0",ДВС,ДВС SAA12V140E-3B,100000081172,03-CTT-KD07,Самосвал №1615,03-CTT-K787,,2021-09-18,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Редуктор бортовой правый,100000009808,03-CTT-KD07,Самосвал №1615,03-CTT-K787,,2013-04-26,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,74,Самосвалы Komatsu HD785-7,,,Коробка передач,100000009809,03-CTT-KD07,Самосвал №1615,03-CTT-K787,,2013-04-26,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,73,Самосвалы Komatsu HD785-5,,,Самосвал карьерный HD785-5 №1601,100000008661,03-CTT-KH01,Самосвал №1601,03-CTT-K785,,2007-07-31,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002500,0,no_data,73,Самосвалы Komatsu HD785-5,"1,0",ДВС,ДВС SA12V140-1U-A,100000009751,03-CTT-KH01,Самосвал №1601,03-CTT-K785,,2007-07-31,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Коробка передач,100000009752,03-CTT-KH01,Самосвал №1601,03-CTT-K785,,2007-07-31,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Редуктор бортовой правый,100000009753,03-CTT-KH01,Самосвал №1601,03-CTT-K785,,2007-07-31,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Редуктор бортовой левый,100000009754,03-CTT-KH01,Самосвал №1601,03-CTT-K785,,2007-07-31,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Дифференциал,100000009755,03-CTT-KH01,Самосвал №1601,03-CTT-K785,,2007-07-31,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Кузов,100000010294,03-CTT-KH01,Самосвал №1601,03-CTT-K785,,2007-07-31,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,73,Самосвалы Komatsu HD785-5,,,Самосвал карьерный HD785-5 №1603,100000008662,03-CTT-KH02,Самосвал №1603,03-CTT-K785,,2007-08-30,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Дифференциал,100000009756,03-CTT-KH02,Самосвал №1603,03-CTT-K785,,2007-08-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Редуктор бортовой левый,100000009757,03-CTT-KH02,Самосвал №1603,03-CTT-K785,,2021-09-03,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Редуктор бортовой правый,100000009758,03-CTT-KH02,Самосвал №1603,03-CTT-K785,,2021-09-03,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Коробка передач,100000009759,03-CTT-KH02,Самосвал №1603,03-CTT-K785,,2021-09-03,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002500,0,no_data,73,Самосвалы Komatsu HD785-5,"1,0",ДВС,ДВС SA12V140-1U-A,100000009760,03-CTT-KH02,Самосвал №1603,03-CTT-K785,,2007-08-30,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Кузов,100000010295,03-CTT-KH02,Самосвал №1603,03-CTT-K785,,2021-09-03,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,73,Самосвалы Komatsu HD785-5,,,Самосвал карьерный HD785-5 №1604,100000008663,03-CTT-KH03,Самосвал №1604,03-CTT-K785,,2007-09-30,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002500,0,no_data,73,Самосвалы Komatsu HD785-5,"1,0",ДВС,ДВС SA12V140-1U-A,100000009761,03-CTT-KH03,Самосвал №1604,03-CTT-K785,,2007-09-30,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Коробка передач,100000009762,03-CTT-KH03,Самосвал №1604,03-CTT-K785,,2021-08-27,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Редуктор бортовой правый,100000009763,03-CTT-KH03,Самосвал №1604,03-CTT-K785,,2021-08-27,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Редуктор бортовой левый,100000009764,03-CTT-KH03,Самосвал №1604,03-CTT-K785,,2021-08-27,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Дифференциал,100000009765,03-CTT-KH03,Самосвал №1604,03-CTT-K785,,2007-09-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Кузов,100000010296,03-CTT-KH03,Самосвал №1604,03-CTT-K785,,2021-08-27,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,73,Самосвалы Komatsu HD785-5,,,Самосвал карьерный HD785-5 №1606,100000008664,03-CTT-KH04,Самосвал №1606,03-CTT-K785,,2007-09-30,2030-01-01,0,head,
Полюс Вернинское,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,73,Самосвалы Komatsu HD785-5,,,Компьютер промышл. бортовой Trax-10 LP,100000009421,03-CTT-KH04,Самосвал №1606,03-CTT-K785,,2017-08-11,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Дифференциал,100000009766,03-CTT-KH04,Самосвал №1606,03-CTT-K785,,2007-09-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Редуктор бортовой левый,100000009767,03-CTT-KH04,Самосвал №1606,03-CTT-K785,,2007-09-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Редуктор бортовой правый,100000009768,03-CTT-KH04,Самосвал №1606,03-CTT-K785,,2007-09-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Коробка передач,100000009769,03-CTT-KH04,Самосвал №1606,03-CTT-K785,,2007-09-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002500,0,no_data,73,Самосвалы Komatsu HD785-5,"1,0",ДВС,ДВС SA12V140-1U-A,100000009770,03-CTT-KH04,Самосвал №1606,03-CTT-K785,,2007-09-30,2030-01-01,0,component,"20000,0"
Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,73,Самосвалы Komatsu HD785-5,,,Кузов,100000010297,03-CTT-KH04,Самосвал №1606,03-CTT-K785,,2007-09-30,2030-01-01,0,component,
Полюс Вернинское,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,73,Самосвалы Komatsu HD785-5,,,Самосвал карьерный HD785-5 №1607,100000008665,03-CTT-KH05,Самосвал №1607,03-CTT-K785,,2007-10-30,2030-01-01,0,head,
