level_1_description,eo_main_class_id,eo_main_class_descr,eo_class_code,eo_class_description,constr_type,eo_model_id,eo_model_name,head_eo_model_id,head_eo_model_descr,component_class_id,component_class_descr,eo_description,eo_code,teh_mesto,teh_mesto_description,level_upper,sap_operation_status,operation_start_date,operation_finish_date,strategy_id,head_type,interval_between_overhaul
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960001958,0,no_data,65,Самосвалы CAT 785C,,,Комплект АСУ ГТК TRAX-10 LP,100000048712,11-RUD-CGTR-SEBT-CC29,Самосвал карьерный №430,11-RUD-CGTR-SEBT-C785,,2020-06-23,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач,100000038793,11-RUD-CGTR-SEBT-CC29,Самосвал карьерный №430,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000038988,11-RUD-CGTR-SEBT-CC29,Самосвал карьерный №430,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый,100000039239,11-RUD-CGTR-SEBT-CC29,Самосвал карьерный №430,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой правый,100000039434,11-RUD-CGTR-SEBT-CC29,Самосвал карьерный №430,11-RUD-CGTR-SEBT-C785,,2016-08-10,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960011242,0,no_data,65,Самосвалы CAT 785C,,,Видеорегистратор DR900X-2CH IR Blackvue,100000078157,11-RUD-CGTR-SEBT-CC29,Самосвал карьерный №430,11-RUD-CGTR-SEBT-C785,,2021-05-26,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №431,100000062391,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,СИНХ,2013-07-31,2025-07-31,4,head,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Гидротрансформатор №5RT02156,100000056063,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2011-01-01,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый,100000039240,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000038599,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач №2BE06085,100000038794,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000038989,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой правый,100000039435,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,"1,0",ДВС,Двигатель внутр.сгорания,100000058470,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2011-02-28,2030-01-01,0,component,"20000,0"
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960011242,0,no_data,65,Самосвалы CAT 785C,,,Видеорегистратор DR900X-2CH IR Blackvue,100000075534,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2021-04-30,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002381,0,no_data,65,Самосвалы CAT 785C,,,Система пожаротушения ССПБ-Тунгус-01А,100000072786,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2021-03-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,,,960001958,0,no_data,65,Самосвалы CAT 785C,,,Комплект АСУ ГТК TRAX-10 LP,100000098634,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,,2020-08-21,2030-08-19,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №432,100000062393,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,СИНХ,2013-07-31,2025-07-31,4,head,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000038600,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Гидротрансформатор №5RT01729,100000055932,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,,2009-05-06,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960008397,0,no_data,65,Самосвалы CAT 785C,,,Компьютер пром. бортовой RMB-C2 LP,100000036868,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,,2019-05-10,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,"1,0",ДВС,Двигатель внутр.сгорания,100000038400,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,"20000,0"
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач,100000038795,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000038991,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый,100000039241,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой правый,100000039436,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960011242,0,no_data,65,Самосвалы CAT 785C,,,Видеорегистратор DR900X-2CH IR Blackvue,100000078089,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,,2021-05-16,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №433,100000062394,11-RUD-CGTR-SEBT-CC32,Самосвал карьерный №433,11-RUD-CGTR-SEBT-C785,СИНХ,2013-07-31,2025-07-31,4,head,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000038601,11-RUD-CGTR-SEBT-CC32,Самосвал карьерный №433,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Гидротрансформатор №5RT02093,100000055959,11-RUD-CGTR-SEBT-CC32,Самосвал карьерный №433,11-RUD-CGTR-SEBT-C785,,2014-06-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960001958,0,no_data,65,Самосвалы CAT 785C,,,Комплект АСУ ГТК TRAX-10 LP,100000048733,11-RUD-CGTR-SEBT-CC32,Самосвал карьерный №433,11-RUD-CGTR-SEBT-C785,,2020-06-23,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач №2BE06417,100000038796,11-RUD-CGTR-SEBT-CC32,Самосвал карьерный №433,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000038992,11-RUD-CGTR-SEBT-CC32,Самосвал карьерный №433,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый,100000039243,11-RUD-CGTR-SEBT-CC32,Самосвал карьерный №433,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960011242,0,no_data,65,Самосвалы CAT 785C,,,Видеорегистратор DR900X-2CH IR Blackvue,100000075473,11-RUD-CGTR-SEBT-CC32,Самосвал карьерный №433,11-RUD-CGTR-SEBT-C785,,2021-04-30,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №434,100000062392,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,СИНХ,2013-07-31,2025-07-31,4,head,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Гидротрансформатор,100000080696,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,,2013-12-13,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач №2BE05221,100000038788,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой правый,100000039479,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,,2009-11-13,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый,100000039279,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,,2012-07-05,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,"1,0",ДВС,Двигатель внутр.сгорания №SDW00568,100000038450,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,,2016-12-10,2030-01-01,0,component,"20000,0"
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000038602,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,,2011-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000038993,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960001958,0,no_data,65,Самосвалы CAT 785C,,,Комплект системы диспетчеризации АСУ ГТК,100000074617,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,,2021-04-08,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960011242,0,no_data,65,Самосвалы CAT 785C,,,Видеорегистратор DR900X-2CH IR Blackvue,100000078092,11-RUD-CGTR-SEBT-CC33,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,,2021-05-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №435,100000062390,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,СИНХ,2013-07-31,2025-07-31,4,head,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Гидротрансформатор,100000055972,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый №80000480,100000039245,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой правый,100000039446,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,,2014-03-06,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач №2ВЕ06030,100000038799,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,"1,0",ДВС,Двигатель внутр.сгорания №BBR03238,100000038403,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,"20000,0"
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000038603,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960001958,0,no_data,65,Самосвалы CAT 785C,,,Комплект АСУ ГТК TRAX-10 LP,100000048711,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,,2020-06-23,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000038994,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960011242,0,no_data,65,Самосвалы CAT 785C,,,Видеорегистратор DR900X-2CH IR Blackvue,100000075479,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,,2021-04-30,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №436,100000062395,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-31,2025-07-31,4,head,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Гидротрансформатор №5RT03040,100000055922,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,,2013-12-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач №2BE06124,100000038800,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,,2017-06-27,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,"1,0",ДВС,Двигатель внутр.сгорания №8BR03235,100000038404,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,,2013-12-31,2030-01-01,0,component,"20000,0"
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000038604,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,,2013-12-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000038995,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,,2017-06-27,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый,100000039246,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,,2017-06-27,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой правый,100000039440,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,,2017-06-27,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960011242,0,no_data,65,Самосвалы CAT 785C,,,Видеорегистратор DR900X-2CH IR Blackvue,100000078130,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,,2021-05-15,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960001958,0,no_data,65,Самосвалы CAT 785C,,,Комплект системы диспетчеризации АСУ ГТК,100000079533,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,,2021-08-13,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №437,100000062396,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-13,2025-07-31,4,head,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Гидротрансформатор №5RT03017,100000055923,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач №2BE06155,100000038801,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,"1,0",ДВС,Двигатель внутр.сгорания №EEE00143,100000038405,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,,2013-12-13,2030-01-01,0,component,"20000,0"
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000038605,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,,2013-12-13,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000038996,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960011242,0,no_data,65,Самосвалы CAT 785C,,,Видеорегистратор DR900X-2CH IR Blackvue,100000078100,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,,2021-05-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960001958,0,no_data,65,Самосвалы CAT 785C,,,Комплект системы диспетчеризации АСУ ГТК,100000079808,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,,2021-08-20,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,,,960002408,0,no_data,65,Самосвалы CAT 785C,"1,0",ДВС,ДВС 3512B №SDW00568,100000097653,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,,2022-01-29,2032-01-27,0,component,"20000,0"
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №438,100000062397,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-31,2025-07-31,4,head,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,E45_03,Компьютеры промышленные бортовые,960001958,0,no_data,65,Самосвалы CAT 785C,,,Компьютер пром. бортовой TRAX-10 LP,100000062819,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,,2014-12-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Гидротрансформатор №5RT01862,100000055974,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,,2013-07-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Коробка передач №2BE05238,100000038821,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,,2012-07-05,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый,100000039248,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,,2016-03-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой правый,100000039442,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,,2016-03-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002408,0,no_data,65,Самосвалы CAT 785C,"1,0",ДВС,Двигатель внутр.сгорания №8BR03234,100000038406,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,,2013-12-31,2030-01-01,0,component,"20000,0"
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000038607,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,,2013-12-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Кузов,100000038997,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,,2016-03-31,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960011242,0,no_data,65,Самосвалы CAT 785C,,,Видеорегистратор DR900X-2CH IR Blackvue,100000078156,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,,2021-05-26,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,65,Самосвалы CAT 785C,,,Самосвал карьерный 785C №439,100000062398,11-RUD-CGTR-SEBT-CC38,Самосвал карьерный №439,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-13,2025-07-31,4,head,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S00,Узлы,960002400,0,no_data,65,Самосвалы CAT 785C,,,Редуктор бортовой левый,100000039463,11-RUD-CGTR-SEBT-CC38,Самосвал карьерный №439,11-RUD-CGTR-SEBT-C785,,2008-02-19,2030-01-01,0,component,
Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002400,0,no_data,65,Самосвалы CAT 785C,,,Дифференциал,100000038608,11-RUD-CGTR-SEBT-CC38,Самосвал карьерный №439,11-RUD-CGTR-SEBT-C785,,2013-12-13,2030-01-01,0,component,
