Документ измерений,Дата,Момент измерений,Показания счетчика,ЕдиницаИзмерПризнака,Единица оборудования
29608903,2022-02-08,7:30:00,"81529,466",МТЧ,100000062383
29608730,2022-02-08,7:30:00,"1060846,634",км,100000062382
29608881,2022-02-08,7:30:00,"80391,681",МТЧ,100000062382
29608866,2022-02-08,7:30:00,"1030370,701",км,100000062381
29608845,2022-02-08,7:30:00,"81532,680",МТЧ,100000062381
29608824,2022-02-08,7:30:00,"1022538,271",км,100000062380
29608779,2022-02-08,7:30:00,"80364,162",МТЧ,100000062380
29608801,2022-02-08,7:30:00,"1230805,566",км,100000062379
29608670,2022-02-08,7:30:00,"95761,759",МТЧ,100000062379
29608717,2022-02-08,7:30:00,"1221433,386",км,100000062377
29608704,2022-02-08,7:30:00,"96533,688",МТЧ,100000062377
29608677,2022-02-08,7:30:00,"1203522,739",км,100000062376
29608655,2022-02-08,7:30:00,"95040,007",МТЧ,100000062376
29608390,2022-02-08,7:30:00,"1223559,703",км,100000062373
29608519,2022-02-08,7:30:00,"96905,691",МТЧ,100000062373
29608603,2022-02-08,7:30:00,"1201142,159",км,100000062372
29608569,2022-02-08,7:30:00,"96882,820",МТЧ,100000062372
29608574,2022-02-08,7:30:00,"1220014,355",км,100000062371
29608552,2022-02-08,7:30:00,"97738,151",МТЧ,100000062371
29608539,2022-02-08,7:30:00,"1228657,273",км,100000062370
29608522,2022-02-08,7:30:00,"101459,905",МТЧ,100000062370
29608509,2022-02-08,7:30:00,"1231223,264",км,100000062369
29608440,2022-02-08,7:30:00,"97910,288",МТЧ,100000062369
29608457,2022-02-08,7:30:00,"1208640,499",км,100000028868
29608450,2022-02-08,7:30:00,"96760,986",МТЧ,100000028868
29605822,2022-02-07,19:00:00,"369231,000",км,100000008673
29605767,2022-02-07,19:00:00,"382762,000",км,100000008674
29600054,2022-02-07,19:30:00,"967092,770",км,100000065643
29600045,2022-02-07,19:30:00,"70657,039",МТЧ,100000065643
29599969,2022-02-07,19:30:00,"967606,111",км,100000065641
29600018,2022-02-07,19:30:00,"71696,308",МТЧ,100000065641
29600001,2022-02-07,19:30:00,"983022,791",км,100000065640
29599920,2022-02-07,19:30:00,"71182,877",МТЧ,100000065640
29599849,2022-02-07,19:30:00,"1015751,705",км,100000065639
29599880,2022-02-07,19:30:00,"72986,106",МТЧ,100000065639
29599955,2022-02-07,19:30:00,"975972,905",км,100000065638
29599944,2022-02-07,19:30:00,"70976,793",МТЧ,100000065638
29599927,2022-02-07,19:30:00,"1020521,191",км,100000065637
29599906,2022-02-07,19:30:00,"73716,178",МТЧ,100000065637
29599820,2022-02-07,19:30:00,"798965,501",км,100000065636
29599759,2022-02-07,19:30:00,"58926,629",МТЧ,100000065636
29599738,2022-02-07,19:30:00,"804502,679",км,100000065635
29599861,2022-02-07,19:30:00,"61624,080",МТЧ,100000065635
29599852,2022-02-07,19:30:00,"813549,325",км,100000065634
29599823,2022-02-07,19:30:00,"60308,054",МТЧ,100000065634
29599808,2022-02-07,19:30:00,"805860,558",км,100000065633
29599747,2022-02-07,19:30:00,"58952,011",МТЧ,100000065633
29599725,2022-02-07,19:30:00,"795905,251",км,100000065632
29599688,2022-02-07,19:30:00,"58848,720",МТЧ,100000065632
29599666,2022-02-07,19:30:00,"787917,964",км,100000065631
29599653,2022-02-07,19:30:00,"58204,974",МТЧ,100000065631
29599642,2022-02-07,19:30:00,"830227,352",км,100000065630
29599634,2022-02-07,19:30:00,"61607,176",МТЧ,100000065630
29599623,2022-02-07,19:30:00,"846097,732",км,100000065629
29599599,2022-02-07,19:30:00,"61819,090",МТЧ,100000065629
29599602,2022-02-07,19:30:00,"750467,587",км,100000065628
29599450,2022-02-07,19:30:00,"54472,824",МТЧ,100000065628
29599558,2022-02-07,19:30:00,"851232,419",км,100000065627
29599430,2022-02-07,19:30:00,"62320,898",МТЧ,100000065627
29599529,2022-02-07,19:30:00,"883315,587",км,100000065626
29599499,2022-02-07,19:30:00,"63737,053",МТЧ,100000065626
29599477,2022-02-07,19:30:00,"829210,928",км,100000065625
29599464,2022-02-07,19:30:00,"61129,956",МТЧ,100000065625
29599452,2022-02-07,19:30:00,"868273,649",км,100000065624
29599435,2022-02-07,19:30:00,"62906,109",МТЧ,100000065624
29599415,2022-02-07,19:30:00,"882577,310",км,100000065623
29599404,2022-02-07,19:30:00,"64370,711",МТЧ,100000065623
29599393,2022-02-07,19:30:00,"1100457,698",км,100000065622
29599359,2022-02-07,19:30:00,"83009,286",МТЧ,100000065622
29599218,2022-02-07,19:30:00,"1146928,352",км,100000065620
29599270,2022-02-07,19:30:00,"85170,604",МТЧ,100000065620
29599230,2022-02-07,19:30:00,"1053584,406",км,100000065619
29599189,2022-02-07,19:30:00,"80630,317",МТЧ,100000065619
29599278,2022-02-07,19:30:00,"1134025,769",км,100000065618
29599257,2022-02-07,19:30:00,"85062,663",МТЧ,100000065618
29599242,2022-02-07,19:30:00,"1107685,420",км,100000065617
29599078,2022-02-07,19:30:00,"83555,031",МТЧ,100000065617
29599205,2022-02-07,19:30:00,"1146874,893",км,100000065616
29599175,2022-02-07,19:30:00,"1095921,940",км,100000065615
29599122,2022-02-07,19:30:00,"85061,966",МТЧ,100000065615
29599109,2022-02-07,19:30:00,"1111275,942",км,100000065614
29599065,2022-02-07,19:30:00,"85709,766",МТЧ,100000065614
29599052,2022-02-07,19:30:00,"1154350,213",км,100000065613
29599037,2022-02-07,19:30:00,"86635,659",МТЧ,100000065613
29598990,2022-02-07,19:30:00,"1165369,435",км,100000065612
29599007,2022-02-07,19:30:00,"87599,970",МТЧ,100000065612
29598996,2022-02-07,19:30:00,"1111925,631",км,100000065611
29598975,2022-02-07,19:30:00,"85876,236",МТЧ,100000065611
29598957,2022-02-07,19:30:00,"1147882,358",км,100000065609
29598860,2022-02-07,19:30:00,"82765,025",МТЧ,100000065609
29598932,2022-02-07,19:30:00,"1097068,286",км,100000065608
29598922,2022-02-07,19:30:00,"84932,835",МТЧ,100000065608
29598911,2022-02-07,19:30:00,"1109761,483",км,100000065607
29598901,2022-02-07,19:30:00,"84497,825",МТЧ,100000065607
29598874,2022-02-07,19:30:00,"1191311,770",км,100000065606
29598720,2022-02-07,19:30:00,"89794,114",МТЧ,100000065606
29596834,2022-02-07,19:30:00,"537908,285",км,100000065981
29596819,2022-02-07,19:30:00,"42847,111",МТЧ,100000065981
29596730,2022-02-07,19:30:00,"539514,595",км,100000065980
29596785,2022-02-07,19:30:00,"43287,432",МТЧ,100000065980
29596769,2022-02-07,19:30:00,"533338,430",км,100000065979
29596735,2022-02-07,19:30:00,"42599,540",МТЧ,100000065979
29596716,2022-02-07,19:30:00,"525748,791",км,100000065978
29596701,2022-02-07,19:30:00,"42754,390",МТЧ,100000065978
29596639,2022-02-07,19:30:00,"526795,793",км,100000065977
29596682,2022-02-07,19:30:00,"41928,794",МТЧ,100000065977
29596667,2022-02-07,19:30:00,"1085258,558",км,100000065976
29596648,2022-02-07,19:30:00,"83608,394",МТЧ,100000065976
29596625,2022-02-07,19:30:00,"1011305,010",км,100000065975
29596550,2022-02-07,19:30:00,"79546,962",МТЧ,100000065975
29596595,2022-02-07,19:30:00,"1024757,481",км,100000065974
29596340,2022-02-07,19:30:00,"82608,616",МТЧ,100000065974
29596551,2022-02-07,19:30:00,"1072448,310",км,100000065972
29596509,2022-02-07,19:30:00,"83194,133",МТЧ,100000065972
29596480,2022-02-07,19:30:00,"1038438,342",км,100000065971
29596484,2022-02-07,19:30:00,"83053,947",МТЧ,100000065971
29596465,2022-02-07,19:30:00,"1108446,087",км,100000065970
29596446,2022-02-07,19:30:00,"85194,742",МТЧ,100000065970
29596428,2022-02-07,19:30:00,"1043228,660",км,100000065969
29596409,2022-02-07,19:30:00,"80022,419",МТЧ,100000065969
29596359,2022-02-07,19:30:00,"1083227,588",км,100000065968
29596290,2022-02-07,19:30:00,"82975,648",МТЧ,100000065968
29596371,2022-02-07,19:30:00,"1036101,228",км,100000065967
29596363,2022-02-07,19:30:00,"80274,267",МТЧ,100000065967
29596315,2022-02-07,19:30:00,"775610,948",км,100000062399
29596304,2022-02-07,19:30:00,"61683,309",МТЧ,100000062399
29596293,2022-02-07,19:30:00,"772978,124",км,100000062398
29596276,2022-02-07,19:30:00,"59857,684",МТЧ,100000062398
29596256,2022-02-07,19:30:00,"819276,756",км,100000062397
29596238,2022-02-07,19:30:00,"62838,412",МТЧ,100000062397
29596159,2022-02-07,19:30:00,"793416,031",км,100000062396
29596212,2022-02-07,19:30:00,"62227,757",МТЧ,100000062396
29596130,2022-02-07,19:30:00,"818095,188",км,100000062395
29596189,2022-02-07,19:30:00,"62561,915",МТЧ,100000062395
29596171,2022-02-07,19:30:00,"824336,975",км,100000062394
29596163,2022-02-07,19:30:00,"64961,794",МТЧ,100000062394
29596147,2022-02-07,19:30:00,"773750,686",км,100000062393
29596030,2022-02-07,19:30:00,"59660,906",МТЧ,100000062393
29596114,2022-02-07,19:30:00,"821027,321",км,100000062392
29596083,2022-02-07,19:30:00,"64365,846",МТЧ,100000062392
29596067,2022-02-07,19:30:00,"817052,451",км,100000062391
29596009,2022-02-07,19:30:00,"64474,394",МТЧ,100000062391
29595990,2022-02-07,19:30:00,"865555,173",км,100000062390
29596033,2022-02-07,19:30:00,"66223,138",МТЧ,100000062390
29596014,2022-02-07,19:30:00,"738212,751",км,100000062389
29595994,2022-02-07,19:30:00,"55908,355",МТЧ,100000062389
29595961,2022-02-07,19:30:00,"762665,608",км,100000062388
29595953,2022-02-07,19:30:00,"58828,410",МТЧ,100000062388
29595944,2022-02-07,19:30:00,"719732,240",км,100000062387
29595928,2022-02-07,19:30:00,"55940,029",МТЧ,100000062387
29595847,2022-02-07,19:30:00,"725350,063",км,100000062386
29595827,2022-02-07,19:30:00,"55834,876",МТЧ,100000062386
29595887,2022-02-07,19:30:00,"714364,695",км,100000062385
29595872,2022-02-07,19:30:00,"52218,192",МТЧ,100000062385
29595730,2022-02-07,19:30:00,"982587,668",км,100000062384
29595854,2022-02-07,19:30:00,"79701,736",МТЧ,100000062384
29595836,2022-02-07,19:30:00,"1041964,955",км,100000062383
29595816,2022-02-07,19:30:00,"81518,859",МТЧ,100000062383
29595780,2022-02-07,19:30:00,"1060713,673",км,100000062382
29595785,2022-02-07,19:30:00,"80379,921",МТЧ,100000062382
29595752,2022-02-07,19:30:00,"1030212,342",км,100000062381
29595743,2022-02-07,19:30:00,"81521,894",МТЧ,100000062381
29595619,2022-02-07,19:30:00,"1022384,579",км,100000062380
29595715,2022-02-07,19:30:00,"80352,722",МТЧ,100000062380
29595693,2022-02-07,19:30:00,"1230686,958",км,100000062379
29595669,2022-02-07,19:30:00,"95749,839",МТЧ,100000062379
29595605,2022-02-07,19:30:00,"1221433,386",км,100000062377
29595592,2022-02-07,19:30:00,"96533,688",МТЧ,100000062377
29595579,2022-02-07,19:30:00,"1203380,473",км,100000062376
29595564,2022-02-07,19:30:00,"95028,067",МТЧ,100000062376
29595467,2022-02-07,19:30:00,"1223404,410",км,100000062373
29595409,2022-02-07,19:30:00,"96894,221",МТЧ,100000062373
29595490,2022-02-07,19:30:00,"1201010,032",км,100000062372
29595517,2022-02-07,19:30:00,"96871,300",МТЧ,100000062372
29595496,2022-02-07,19:30:00,"1219905,564",км,100000062371
29595473,2022-02-07,19:30:00,"97726,281",МТЧ,100000062371
29595457,2022-02-07,19:30:00,"1228562,779",км,100000062370
29595423,2022-02-07,19:30:00,"101449,565",МТЧ,100000062370
29595414,2022-02-07,19:30:00,"1231100,149",км,100000062369
29595399,2022-02-07,19:30:00,"97898,358",МТЧ,100000062369
29595319,2022-02-07,19:30:00,"1208521,408",км,100000028868
29595334,2022-02-07,19:30:00,"96750,369",МТЧ,100000028868
29593703,2022-02-07,7:30:00,"798819,212",км,100000065636
29593468,2022-02-07,7:30:00,"795823,175",км,100000065632
29593447,2022-02-07,7:30:00,"868124,946",км,100000065624
29593070,2022-02-07,7:30:00,"1154192,176",км,100000065613
29593056,2022-02-07,7:30:00,"42587,690",МТЧ,100000065979
29593010,2022-02-07,7:30:00,"80010,509",МТЧ,100000065969
29592903,2022-02-07,7:30:00,"982990,765",км,100000065640
29592784,2022-02-07,7:30:00,"525592,685",км,100000065978
29592767,2022-02-07,7:30:00,"79689,946",МТЧ,100000062384
29587999,2022-02-06,19:00:00,"31012,750",МТЧ,100000008674
29587710,2022-02-06,19:00:00,"31707,880",МТЧ,100000008673
29584172,2022-02-07,7:30:00,"966943,745",км,100000065643
29584158,2022-02-07,7:30:00,"70645,739",МТЧ,100000065643
29584136,2022-02-07,7:30:00,"967487,020",км,100000065641
29584114,2022-02-07,7:30:00,"71684,938",МТЧ,100000065641
29584081,2022-02-07,7:30:00,"71177,957",МТЧ,100000065640
29584027,2022-02-07,7:30:00,"1015586,909",км,100000065639
29583990,2022-02-07,7:30:00,"72975,256",МТЧ,100000065639
29584052,2022-02-07,7:30:00,"975815,029",км,100000065638
29584037,2022-02-07,7:30:00,"70965,213",МТЧ,100000065638
29584015,2022-02-07,7:30:00,"1020379,086",км,100000065637
29584003,2022-02-07,7:30:00,"73705,838",МТЧ,100000065637
29583937,2022-02-07,7:30:00,"58915,439",МТЧ,100000065636
29583966,2022-02-07,7:30:00,"804361,540",км,100000065635
29583879,2022-02-07,7:30:00,"61612,690",МТЧ,100000065635
29583943,2022-02-07,7:30:00,"813529,208",км,100000065634
29583925,2022-02-07,7:30:00,"60305,984",МТЧ,100000065634
29583730,2022-02-07,7:30:00,"805694,313",км,100000065633
29583898,2022-02-07,7:30:00,"58940,281",МТЧ,100000065633
29583866,2022-02-07,7:30:00,"58837,340",МТЧ,100000065632
29583848,2022-02-07,7:30:00,"787770,066",км,100000065631
29583759,2022-02-07,7:30:00,"58192,974",МТЧ,100000065631
29583823,2022-02-07,7:30:00,"830076,983",км,100000065630
29583815,2022-02-07,7:30:00,"61595,806",МТЧ,100000065630
29583801,2022-02-07,7:30:00,"845954,823",км,100000065629
29583791,2022-02-07,7:30:00,"61807,090",МТЧ,100000065629
29583777,2022-02-07,7:30:00,"750310,998",км,100000065628
29583761,2022-02-07,7:30:00,"54461,664",МТЧ,100000065628
29583745,2022-02-07,7:30:00,"851080,336",км,100000065627
29583715,2022-02-07,7:30:00,"62309,478",МТЧ,100000065627
29583699,2022-02-07,7:30:00,"883160,125",км,100000065626
29583677,2022-02-07,7:30:00,"63725,913",МТЧ,100000065626
29583663,2022-02-07,7:30:00,"829069,306",км,100000065625
29583636,2022-02-07,7:30:00,"61117,956",МТЧ,100000065625
29583570,2022-02-07,7:30:00,"62894,109",МТЧ,100000065624
29583584,2022-02-07,7:30:00,"882443,735",км,100000065623
29583572,2022-02-07,7:30:00,"64359,511",МТЧ,100000065623
29583536,2022-02-07,7:30:00,"1100277,966",км,100000065622
29583521,2022-02-07,7:30:00,"82997,966",МТЧ,100000065622
29583430,2022-02-07,7:30:00,"1146791,397",км,100000065620
29583410,2022-02-07,7:30:00,"85158,834",МТЧ,100000065620
29583310,2022-02-07,7:30:00,"1053457,590",км,100000065619
29583477,2022-02-07,7:30:00,"80619,097",МТЧ,100000065619
29583455,2022-02-07,7:30:00,"1133892,991",км,100000065618
29583436,2022-02-07,7:30:00,"85053,422",МТЧ,100000065618
29583416,2022-02-07,7:30:00,"1107539,292",км,100000065617
29583379,2022-02-07,7:30:00,"83543,841",МТЧ,100000065617
29583393,2022-02-07,7:30:00,"1146716,695",км,100000065616
29583361,2022-02-07,7:30:00,"1095779,674",км,100000065615
29583348,2022-02-07,7:30:00,"85051,146",МТЧ,100000065615
29583160,2022-02-07,7:30:00,"1111275,942",км,100000065614
29583296,2022-02-07,7:30:00,"85709,766",МТЧ,100000065614
29583272,2022-02-07,7:30:00,"86623,949",МТЧ,100000065613
29583258,2022-02-07,7:30:00,"1165280,599",км,100000065612
29583242,2022-02-07,7:30:00,"87589,550",МТЧ,100000065612
29583235,2022-02-07,7:30:00,"1111778,537",км,100000065611
29583110,2022-02-07,7:30:00,"85866,086",МТЧ,100000065611
29583206,2022-02-07,7:30:00,"1147734,621",км,100000065609
29583187,2022-02-07,7:30:00,"82753,845",МТЧ,100000065609
29583167,2022-02-07,7:30:00,"1096912,436",км,100000065608
29583145,2022-02-07,7:30:00,"84921,665",МТЧ,100000065608
29583095,2022-02-07,7:30:00,"1109613,907",км,100000065607
29583084,2022-02-07,7:30:00,"84487,135",МТЧ,100000065607
29583020,2022-02-07,7:30:00,"1191171,275",км,100000065606
29583063,2022-02-07,7:30:00,"89782,714",МТЧ,100000065606
29581159,2022-02-07,7:30:00,"537777,124",км,100000065981
29581139,2022-02-07,7:30:00,"42835,251",МТЧ,100000065981
29581118,2022-02-07,7:30:00,"539395,182",км,100000065980
29581103,2022-02-07,7:30:00,"43275,912",МТЧ,100000065980
29581094,2022-02-07,7:30:00,"533203,245",км,100000065979
29581064,2022-02-07,7:30:00,"42742,850",МТЧ,100000065978
29581016,2022-02-07,7:30:00,"526655,459",км,100000065977
29580930,2022-02-07,7:30:00,"41917,424",МТЧ,100000065977
29580870,2022-02-07,7:30:00,"1085143,651",км,100000065976
29580978,2022-02-07,7:30:00,"83597,124",МТЧ,100000065976
29580962,2022-02-07,7:30:00,"1011168,377",км,100000065975
29580809,2022-02-07,7:30:00,"79535,462",МТЧ,100000065975
29580939,2022-02-07,7:30:00,"1024628,251",км,100000065974
29580916,2022-02-07,7:30:00,"82597,646",МТЧ,100000065974
29580818,2022-02-07,7:30:00,"1072310,711",км,100000065972
29580796,2022-02-07,7:30:00,"83182,343",МТЧ,100000065972
29580776,2022-02-07,7:30:00,"1038336,632",км,100000065971
29580763,2022-02-07,7:30:00,"83043,127",МТЧ,100000065971
29580752,2022-02-07,7:30:00,"1108308,649",км,100000065970
29580741,2022-02-07,7:30:00,"85182,902",МТЧ,100000065970
29580731,2022-02-07,7:30:00,"1043086,097",км,100000065969
29580711,2022-02-07,7:30:00,"1083082,586",км,100000065968
29580558,2022-02-07,7:30:00,"82964,098",МТЧ,100000065968
29580687,2022-02-07,7:30:00,"1035960,089",км,100000065967
29580666,2022-02-07,7:30:00,"80263,117",МТЧ,100000065967
29580646,2022-02-07,7:30:00,"775478,660",км,100000062399
29580616,2022-02-07,7:30:00,"61671,349",МТЧ,100000062399
29580597,2022-02-07,7:30:00,"772827,973",км,100000062398
29580576,2022-02-07,7:30:00,"59845,704",МТЧ,100000062398
29580561,2022-02-07,7:30:00,"819142,054",км,100000062397
29580545,2022-02-07,7:30:00,"62826,552",МТЧ,100000062397
29580531,2022-02-07,7:30:00,"793280,203",км,100000062396
29580523,2022-02-07,7:30:00,"62216,257",МТЧ,100000062396
29580511,2022-02-07,7:30:00,"818006,352",км,100000062395
29580502,2022-02-07,7:30:00,"62552,885",МТЧ,100000062395
29580476,2022-02-07,7:30:00,"824197,928",км,100000062394
29580358,2022-02-07,7:30:00,"64949,854",МТЧ,100000062394
29580449,2022-02-07,7:30:00,"773622,743",км,100000062393
29580431,2022-02-07,7:30:00,"59651,075",МТЧ,100000062393
29580315,2022-02-07,7:30:00,"820888,435",км,100000062392
29580296,2022-02-07,7:30:00,"64353,886",МТЧ,100000062392
29580362,2022-02-07,7:30:00,"816913,887",км,100000062391
29580344,2022-02-07,7:30:00,"64462,994",МТЧ,100000062391
29580328,2022-02-07,7:30:00,"865416,609",км,100000062390
29580305,2022-02-07,7:30:00,"66212,439",МТЧ,100000062390
29580285,2022-02-07,7:30:00,"738106,627",км,100000062389
29580273,2022-02-07,7:30:00,"55897,760",МТЧ,100000062389
29580263,2022-02-07,7:30:00,"762510,629",км,100000062388
29580190,2022-02-07,7:30:00,"58817,854",МТЧ,100000062388
29580243,2022-02-07,7:30:00,"719717,756",км,100000062387
29580120,2022-02-07,7:30:00,"55930,839",МТЧ,100000062387
29580138,2022-02-07,7:30:00,"725206,832",км,100000062386
29580046,2022-02-07,7:30:00,"55823,436",МТЧ,100000062386
29580199,2022-02-07,7:30:00,"714239,492",км,100000062385
29580179,2022-02-07,7:30:00,"52206,862",МТЧ,100000062385
29580029,2022-02-07,7:30:00,"982463,910",км,100000062384
29580144,2022-02-07,7:30:00,"1041835,564",км,100000062383
29580127,2022-02-07,7:30:00,"81507,449",МТЧ,100000062383
29580104,2022-02-07,7:30:00,"1060577,523",км,100000062382
29580069,2022-02-07,7:30:00,"80368,351",МТЧ,100000062382
29580081,2022-02-07,7:30:00,"1030095,504",км,100000062381
29580074,2022-02-07,7:30:00,"81510,504",МТЧ,100000062381
29580055,2022-02-07,7:30:00,"1022249,234",км,100000062380
29580034,2022-02-07,7:30:00,"80340,952",МТЧ,100000062380
29580015,2022-02-07,7:30:00,"1230571,246",км,100000062379
29579900,2022-02-07,7:30:00,"95740,292",МТЧ,100000062379
29579949,2022-02-07,7:30:00,"1221363,541",км,100000062377
29579926,2022-02-07,7:30:00,"96526,558",МТЧ,100000062377
29579911,2022-02-07,7:30:00,"1203258,968",км,100000062376
29579901,2022-02-07,7:30:00,"95016,097",МТЧ,100000062376
29579810,2022-02-07,7:30:00,"1223257,638",км,100000062373
29579800,2022-02-07,7:30:00,"96882,871",МТЧ,100000062373
29579862,2022-02-07,7:30:00,"1200862,134",км,100000062372
29579851,2022-02-07,7:30:00,"96860,673",МТЧ,100000062372
29579833,2022-02-07,7:30:00,"1219729,972",км,100000062371
29579813,2022-02-07,7:30:00,"97715,602",МТЧ,100000062371
29579710,2022-02-07,7:30:00,"1228445,549",км,100000062370
29579750,2022-02-07,7:30:00,"101438,977",МТЧ,100000062370
29579778,2022-02-07,7:30:00,"1230979,127",км,100000062369
29579757,2022-02-07,7:30:00,"97886,808",МТЧ,100000062369
29579696,2022-02-07,7:30:00,"1208386,223",км,100000028868
29579684,2022-02-07,7:30:00,"96738,389",МТЧ,100000028868
29577334,2022-02-06,19:30:00,"59639,165",МТЧ,100000062393
29576891,2022-02-06,19:30:00,"87588,550",МТЧ,100000065612
29576460,2022-02-06,19:00:00,"368962,000",км,100000008673
29576437,2022-02-06,19:00:00,"382451,000",км,100000008674
29567497,2022-02-06,19:30:00,"1230463,259",км,100000062379
29567479,2022-02-06,19:30:00,"95728,302",МТЧ,100000062379
29567433,2022-02-06,19:30:00,"96514,888",МТЧ,100000062377
29567424,2022-02-06,19:30:00,"1221235,563",км,100000062377
29567404,2022-02-06,19:30:00,"1223125,994",км,100000062373
29567338,2022-02-06,19:30:00,"96870,951",МТЧ,100000062373
29567383,2022-02-06,19:30:00,"1230841,207",км,100000062369
29567368,2022-02-06,19:30:00,"97874,818",МТЧ,100000062369
29567293,2022-02-06,19:30:00,"1042929,508",км,100000065969
29567284,2022-02-06,19:30:00,"79999,754",МТЧ,100000065969
29567265,2022-02-06,19:30:00,"82952,178",МТЧ,100000065968
29567150,2022-02-06,19:30:00,"1082918,755",км,100000065968
29567243,2022-02-06,19:30:00,"1146566,061",км,100000065616
29567118,2022-02-06,19:30:00,"82741,845",МТЧ,100000065609
29567109,2022-02-06,19:30:00,"1147576,584",км,100000065609
29567162,2022-02-06,19:30:00,"1096730,037",км,100000065608
29567153,2022-02-06,19:30:00,"84909,665",МТЧ,100000065608
29567084,2022-02-06,19:30:00,"1041687,666",км,100000062383
29567010,2022-02-06,19:30:00,"81496,660",МТЧ,100000062383
29566979,2022-02-06,19:30:00,"1060441,534",км,100000062382
29566889,2022-02-06,19:30:00,"80357,652",МТЧ,100000062382
29567043,2022-02-06,19:30:00,"81499,742",МТЧ,100000062381
29567027,2022-02-06,19:30:00,"1029946,157",км,100000062381
29567011,2022-02-06,19:30:00,"79523,662",МТЧ,100000065975
29566997,2022-02-06,19:30:00,"1011018,547",км,100000065975
29566966,2022-02-06,19:30:00,"1024505,941",км,100000065974
29566937,2022-02-06,19:30:00,"82586,926",МТЧ,100000065974
29566860,2022-02-06,19:30:00,"1072157,341",км,100000065972
29566912,2022-02-06,19:30:00,"83171,570",МТЧ,100000065972
29566601,2022-02-06,19:30:00,"537635,663",км,100000065981
29566593,2022-02-06,19:30:00,"42823,351",МТЧ,100000065981
29566576,2022-02-06,19:30:00,"539395,182",км,100000065980
29566563,2022-02-06,19:30:00,"43270,982",МТЧ,100000065980
29566426,2022-02-06,19:30:00,"55811,476",МТЧ,100000062386
29566417,2022-02-06,19:30:00,"725073,901",км,100000062386
29566410,2022-02-06,19:30:00,"52195,812",МТЧ,100000062385
29566435,2022-02-06,19:30:00,"714112,122",км,100000062385
29566385,2022-02-06,19:30:00,"975655,543",км,100000065638
29566365,2022-02-06,19:30:00,"70953,213",МТЧ,100000065638
29566267,2022-02-06,19:30:00,"804222,654",км,100000065635
29566251,2022-02-06,19:30:00,"61600,690",МТЧ,100000065635
29566238,2022-02-06,19:30:00,"61591,806",МТЧ,100000065630
29566224,2022-02-06,19:30:00,"830008,586",км,100000065630
29566207,2022-02-06,19:30:00,"845800,165",км,100000065629
29566186,2022-02-06,19:30:00,"61796,090",МТЧ,100000065629
29566174,2022-02-06,19:30:00,"750175,492",км,100000065628
29566138,2022-02-06,19:30:00,"54450,014",МТЧ,100000065628
29566114,2022-02-06,19:30:00,"882289,721",км,100000065623
29566103,2022-02-06,19:30:00,"64347,961",МТЧ,100000065623
29566092,2022-02-06,19:30:00,"59834,947",МТЧ,100000062398
29566074,2022-02-06,19:30:00,"772689,087",км,100000062398
29566042,2022-02-06,19:30:00,"817868,914",км,100000062395
29565950,2022-02-06,19:30:00,"62541,085",МТЧ,100000062395
29565250,2022-02-06,19:30:00,"1022106,968",км,100000062380
29565298,2022-02-06,19:30:00,"80329,122",МТЧ,100000062380
29565148,2022-02-06,19:30:00,"1133747,083",км,100000065618
29565125,2022-02-06,19:30:00,"85041,822",МТЧ,100000065618
29565109,2022-02-06,19:30:00,"1095633,707",км,100000065615
29565094,2022-02-06,19:30:00,"85039,216",МТЧ,100000065615
29565077,2022-02-06,19:30:00,"80251,377",МТЧ,100000065967
29565056,2022-02-06,19:30:00,"1035806,236",км,100000065967
29564642,2022-02-06,19:30:00,"42577,278",МТЧ,100000065979
29564628,2022-02-06,19:30:00,"533078,682",км,100000065979
29564584,2022-02-06,19:30:00,"525439,132",км,100000065978
29564574,2022-02-06,19:30:00,"42730,900",МТЧ,100000065978
29564543,2022-02-06,19:30:00,"775345,568",км,100000062399
29564527,2022-02-06,19:30:00,"61659,359",МТЧ,100000062399
29564513,2022-02-06,19:30:00,"819015,399",км,100000062397
29564420,2022-02-06,19:30:00,"62826,502",МТЧ,100000062397
29564443,2022-02-06,19:30:00,"58806,004",МТЧ,100000062388
29564428,2022-02-06,19:30:00,"762361,121",км,100000062388
29564381,2022-02-06,19:30:00,"83586,155",МТЧ,100000065976
29564344,2022-02-06,19:30:00,"1084987,384",км,100000065976
29564332,2022-02-06,19:30:00,"82985,966",МТЧ,100000065622
29564299,2022-02-06,19:30:00,"1100115,109",км,100000065622
29564215,2022-02-06,19:30:00,"73694,588",МТЧ,100000065637
29564199,2022-02-06,19:30:00,"1020242,292",км,100000065637
29564135,2022-02-06,19:30:00,"805534,988",км,100000065633
29564030,2022-02-06,19:30:00,"58928,281",МТЧ,100000065633
29562489,2022-02-06,19:30:00,"1200712,144",км,100000062372
29562541,2022-02-06,19:30:00,"96849,766",МТЧ,100000062372
29562470,2022-02-06,19:30:00,"1228366,809",км,100000062370
29562522,2022-02-06,19:30:00,"101428,934",МТЧ,100000062370
29562329,2022-02-06,19:30:00,"79678,945",МТЧ,100000062384
29562396,2022-02-06,19:30:00,"982322,771",км,100000062384
29562345,2022-02-06,19:30:00,"89770,714",МТЧ,100000065606
29562331,2022-02-06,19:30:00,"1191044,298",км,100000065606
29562315,2022-02-06,19:30:00,"41906,578",МТЧ,100000065977
29562302,2022-02-06,19:30:00,"526514,159",км,100000065977
