Документ измерений,Дата,Момент измерений,Показания счетчика,ЕдиницаИзмерПризнака,Единица оборудования
31374092,2022-03-30,7:30:00,"1122023,854",км,100000065970
31374064,2022-03-30,7:30:00,"96138,539",МТЧ,100000062376
31374047,2022-03-30,7:30:00,"1215739,145",км,100000062372
31372816,2022-03-30,19:00:00,"32159,150",МТЧ,100000008674
31372580,2022-03-30,19:00:00,"32875,620",МТЧ,100000008673
31364281,2022-03-30,7:30:00,"43966,051",МТЧ,100000065981
31364210,2022-03-30,7:30:00,"551573,853",км,100000065981
31364258,2022-03-30,7:30:00,"44419,490",МТЧ,100000065980
31364235,2022-03-30,7:30:00,"552598,949",км,100000065980
31364218,2022-03-30,7:30:00,"43732,666",МТЧ,100000065979
31364195,2022-03-30,7:30:00,"547174,411",км,100000065979
31364184,2022-03-30,7:30:00,"43871,619",МТЧ,100000065978
31364174,2022-03-30,7:30:00,"538981,437",км,100000065978
31364140,2022-03-30,7:30:00,"42918,493",МТЧ,100000065977
31364153,2022-03-30,7:30:00,"538732,753",км,100000065977
31363588,2022-03-30,7:30:00,"62731,170",МТЧ,100000065635
31363640,2022-03-30,7:30:00,"820180,823",км,100000065635
31363644,2022-03-30,7:30:00,"59902,464",МТЧ,100000065636
31363626,2022-03-30,7:30:00,"814976,110",км,100000065636
31363609,2022-03-30,7:30:00,"61424,613",МТЧ,100000065634
31363594,2022-03-30,7:30:00,"829844,947",км,100000065634
31363575,2022-03-30,7:30:00,"59826,524",МТЧ,100000065633
31363551,2022-03-30,7:30:00,"821984,704",км,100000065633
31363482,2022-03-30,7:30:00,"59157,581",МТЧ,100000065631
31363349,2022-03-30,7:30:00,"803080,619",км,100000065631
31363419,2022-03-30,7:30:00,"62738,288",МТЧ,100000065629
31363448,2022-03-30,7:30:00,"861558,412",км,100000065629
31363432,2022-03-30,7:30:00,"59960,334",МТЧ,100000065632
31363370,2022-03-30,7:30:00,"811921,741",км,100000065632
31363405,2022-03-30,7:30:00,"62548,770",МТЧ,100000065630
31363391,2022-03-30,7:30:00,"846737,550",км,100000065630
31363374,2022-03-30,7:30:00,"55565,064",МТЧ,100000065628
31363355,2022-03-30,7:30:00,"767164,681",км,100000065628
31363335,2022-03-30,7:30:00,"63262,250",МТЧ,100000065627
31363324,2022-03-30,7:30:00,"867466,505",км,100000065627
31363220,2022-03-30,7:30:00,"895964,075",км,100000065623
31363169,2022-03-30,7:30:00,"63883,111",МТЧ,100000065624
31363277,2022-03-30,7:30:00,"885005,033",км,100000065624
31363259,2022-03-30,7:30:00,"64719,125",МТЧ,100000065626
31363237,2022-03-30,7:30:00,"899778,190",км,100000065626
31363224,2022-03-30,7:30:00,"71545,255",МТЧ,100000065643
31363206,2022-03-30,7:30:00,"983256,015",км,100000065643
31363184,2022-03-30,7:30:00,"72789,046",МТЧ,100000065641
31363154,2022-03-30,7:30:00,"983404,900",км,100000065641
31363050,2022-03-30,7:30:00,"72119,641",МТЧ,100000065638
31363100,2022-03-30,7:30:00,"992840,641",км,100000065638
31363111,2022-03-30,7:30:00,"74115,034",МТЧ,100000065639
31363104,2022-03-30,7:30:00,"1032151,155",км,100000065639
31363086,2022-03-30,7:30:00,"74663,148",МТЧ,100000065637
31363061,2022-03-30,7:30:00,"1036404,259",км,100000065637
31363051,2022-03-30,7:30:00,"72295,422",МТЧ,100000065640
31363035,2022-03-30,7:30:00,"999977,180",км,100000065640
31363010,2022-03-30,7:30:00,"84134,339",МТЧ,100000065622
31362995,2022-03-30,7:30:00,"1116149,831",км,100000065622
31362918,2022-03-30,7:30:00,"86185,950",МТЧ,100000065620
31362957,2022-03-30,7:30:00,"1162184,855",км,100000065620
31362935,2022-03-30,7:30:00,"81739,077",МТЧ,100000065619
31362923,2022-03-30,7:30:00,"1069059,440",км,100000065619
31362899,2022-03-30,7:30:00,"85624,044",МТЧ,100000065618
31362876,2022-03-30,7:30:00,"1146464,752",км,100000065618
31362864,2022-03-30,7:30:00,"84695,717",МТЧ,100000065617
31362729,2022-03-30,7:30:00,"1123964,286",км,100000065617
31362835,2022-03-30,7:30:00,"87962,172",МТЧ,100000065616
31362807,2022-03-30,7:30:00,"1160651,001",км,100000065616
31362791,2022-03-30,7:30:00,"85813,421",МТЧ,100000065615
31362769,2022-03-30,7:30:00,"1107588,717",км,100000065615
31362736,2022-03-30,7:30:00,"86841,495",МТЧ,100000065614
31362716,2022-03-30,7:30:00,"1127022,250",км,100000065614
31362590,2022-03-30,7:30:00,"87495,206",МТЧ,100000065613
31362691,2022-03-30,7:30:00,"1169137,437",км,100000065613
31362681,2022-03-30,7:30:00,"88720,033",МТЧ,100000065612
31362672,2022-03-30,7:30:00,"1180654,878",км,100000065612
31362661,2022-03-30,7:30:00,"86964,420",МТЧ,100000065611
31362654,2022-03-30,7:30:00,"1127011,112",км,100000065611
31362637,2022-03-30,7:30:00,"83903,888",МТЧ,100000065609
31362616,2022-03-30,7:30:00,"1163599,065",км,100000065609
31362596,2022-03-30,7:30:00,"86077,873",МТЧ,100000065608
31362575,2022-03-30,7:30:00,"1112964,478",км,100000065608
31362510,2022-03-30,7:30:00,"85627,910",МТЧ,100000065607
31362554,2022-03-30,7:30:00,"1126210,706",км,100000065607
31362538,2022-03-30,7:30:00,"90914,724",МТЧ,100000065606
31362523,2022-03-30,7:30:00,"1206685,740",км,100000065606
31362399,2022-03-30,7:30:00,"57065,884",МТЧ,100000062387
31362471,2022-03-30,7:30:00,"733307,968",км,100000062387
31362463,2022-03-30,7:30:00,"59843,297",МТЧ,100000062388
31362447,2022-03-30,7:30:00,"774966,000",км,100000062388
31362350,2022-03-30,7:30:00,"56983,223",МТЧ,100000062389
31362319,2022-03-30,7:30:00,"751114,465",км,100000062389
31362404,2022-03-30,7:30:00,"56964,824",МТЧ,100000062386
31362382,2022-03-30,7:30:00,"738639,211",км,100000062386
31362367,2022-03-30,7:30:00,"62766,929",МТЧ,100000062399
31362352,2022-03-30,7:30:00,"789243,461",км,100000062399
31362335,2022-03-30,7:30:00,"60999,730",МТЧ,100000062398
31362300,2022-03-30,7:30:00,"787046,418",км,100000062398
31362305,2022-03-30,7:30:00,"63679,588",МТЧ,100000062397
31362282,2022-03-30,7:30:00,"828896,013",км,100000062397
31362237,2022-03-30,7:30:00,"63363,735",МТЧ,100000062396
31362263,2022-03-30,7:30:00,"807154,921",км,100000062396
31362188,2022-03-30,7:30:00,"63282,993",МТЧ,100000062395
31362241,2022-03-30,7:30:00,"826299,263",км,100000062395
31362225,2022-03-30,7:30:00,"67287,450",МТЧ,100000062390
31362214,2022-03-30,7:30:00,"878161,311",км,100000062390
31362070,2022-03-30,7:30:00,"65512,025",МТЧ,100000062392
31362160,2022-03-30,7:30:00,"834926,413",км,100000062392
31362050,2022-03-30,7:30:00,"66018,923",МТЧ,100000062394
31362128,2022-03-30,7:30:00,"60771,936",МТЧ,100000062393
31362079,2022-03-30,7:30:00,"787209,622",км,100000062393
31362058,2022-03-30,7:30:00,"65607,532",МТЧ,100000062391
31362035,2022-03-30,7:30:00,"830580,231",км,100000062391
31362017,2022-03-30,7:30:00,"80797,599",МТЧ,100000062384
31362002,2022-03-30,7:30:00,"996120,058",км,100000062384
31361986,2022-03-30,7:30:00,"82117,220",МТЧ,100000062383
31361974,2022-03-30,7:30:00,"1049324,532",км,100000062383
31361909,2022-03-30,7:30:00,"81521,206",МТЧ,100000062382
31361951,2022-03-30,7:30:00,"1074292,673",км,100000062382
31361938,2022-03-30,7:30:00,"82555,275",МТЧ,100000062381
31361923,2022-03-30,7:30:00,"1041975,681",км,100000062381
31361914,2022-03-30,7:30:00,"84718,625",МТЧ,100000065976
31361896,2022-03-30,7:30:00,"1099162,229",км,100000065976
31361877,2022-03-30,7:30:00,"81476,200",МТЧ,100000062380
31361862,2022-03-30,7:30:00,"1036181,844",км,100000062380
31361847,2022-03-30,7:30:00,"81407,471",МТЧ,100000065967
31361831,2022-03-30,7:30:00,"1049945,171",км,100000065967
31361700,2022-03-30,7:30:00,"83695,650",МТЧ,100000065974
31361813,2022-03-30,7:30:00,"1038207,643",км,100000065974
31361802,2022-03-30,7:30:00,"84300,974",МТЧ,100000065972
31361776,2022-03-30,7:30:00,"1086508,238",км,100000065972
31361756,2022-03-30,7:30:00,"84152,782",МТЧ,100000065971
31361737,2022-03-30,7:30:00,"1052328,688",км,100000065971
31361722,2022-03-30,7:30:00,"86296,301",МТЧ,100000065970
31361685,2022-03-30,7:30:00,"81127,971",МТЧ,100000065969
31361667,2022-03-30,7:30:00,"1057070,286",км,100000065969
31361652,2022-03-30,7:30:00,"83931,552",МТЧ,100000065968
31361643,2022-03-30,7:30:00,"1093986,322",км,100000065968
31361619,2022-03-30,7:30:00,"1214566,748",км,100000062376
31361580,2022-03-30,7:30:00,"97629,764",МТЧ,100000062377
31361593,2022-03-30,7:30:00,"1234589,727",км,100000062377
31361582,2022-03-30,7:30:00,"96811,007",МТЧ,100000062379
31361565,2022-03-30,7:30:00,"1240319,925",км,100000062379
31361534,2022-03-30,7:30:00,"97884,305",МТЧ,100000062373
31361510,2022-03-30,7:30:00,"1236198,002",км,100000062373
31361488,2022-03-30,7:30:00,"97972,697",МТЧ,100000062372
31361454,2022-03-30,7:30:00,"98788,923",МТЧ,100000062371
31361441,2022-03-30,7:30:00,"1232658,997",км,100000062371
31361425,2022-03-30,7:30:00,"102560,619",МТЧ,100000062370
31361407,2022-03-30,7:30:00,"1239340,957",км,100000062370
31361375,2022-03-30,7:30:00,"97861,448",МТЧ,100000028868
31361357,2022-03-30,7:30:00,"1222150,421",км,100000028868
31360477,2022-03-29,19:00:00,"381423,000",км,100000008673
31360214,2022-03-29,19:00:00,"396773,000",км,100000008674
31358778,2022-03-29,19:30:00,"1126037,466",км,100000065607
31358745,2022-03-29,19:30:00,"67276,853",МТЧ,100000062390
31356912,2022-03-30,7:00:00,"32147,150",МТЧ,100000008674
31356539,2022-03-30,7:00:00,"32864,620",МТЧ,100000008673
31352657,2022-03-29,19:30:00,"59157,081",МТЧ,100000065631
31352643,2022-03-29,19:30:00,"802975,368",км,100000065631
31351948,2022-03-29,19:30:00,"43955,486",МТЧ,100000065981
31351860,2022-03-29,19:30:00,"551426,437",км,100000065981
31351837,2022-03-29,19:30:00,"44408,060",МТЧ,100000065980
31351792,2022-03-29,19:30:00,"552432,865",км,100000065980
31351782,2022-03-29,19:30:00,"43720,796",МТЧ,100000065979
31351768,2022-03-29,19:30:00,"547035,686",км,100000065979
31351706,2022-03-29,19:30:00,"43860,909",МТЧ,100000065978
31351686,2022-03-29,19:30:00,"538837,240",км,100000065978
31351653,2022-03-29,19:30:00,"42906,513",МТЧ,100000065977
31351638,2022-03-29,19:30:00,"538585,177",км,100000065977
31351329,2022-03-29,19:30:00,"56971,343",МТЧ,100000062389
31351412,2022-03-29,19:30:00,"750992,986",км,100000062389
31351403,2022-03-29,19:30:00,"59831,377",МТЧ,100000062388
31351388,2022-03-29,19:30:00,"774813,917",км,100000062388
31351360,2022-03-29,19:30:00,"57053,884",МТЧ,100000062387
31351338,2022-03-29,19:30:00,"733159,163",км,100000062387
31351312,2022-03-29,19:30:00,"56953,805",МТЧ,100000062386
31351301,2022-03-29,19:30:00,"738527,362",км,100000062386
31351289,2022-03-29,19:30:00,"53335,720",МТЧ,100000062385
31351267,2022-03-29,19:30:00,"727733,415",км,100000062385
31351214,2022-03-29,19:30:00,"80785,609",МТЧ,100000062384
31351130,2022-03-29,19:30:00,"995970,068",км,100000062384
31351186,2022-03-29,19:30:00,"82107,103",МТЧ,100000062383
31351078,2022-03-29,19:30:00,"1049174,381",км,100000062383
31351089,2022-03-29,19:30:00,"81509,356",МТЧ,100000062382
31351151,2022-03-29,19:30:00,"1074229,104",км,100000062382
31351144,2022-03-29,19:30:00,"82544,863",МТЧ,100000062381
31351050,2022-03-29,19:30:00,"1041833,615",км,100000062381
31351116,2022-03-29,19:30:00,"84706,865",МТЧ,100000065976
31351102,2022-03-29,19:30:00,"1099015,135",км,100000065976
31350997,2022-03-29,19:30:00,"59899,484",МТЧ,100000065636
31350870,2022-03-29,19:30:00,"814811,796",км,100000065636
31351004,2022-03-29,19:30:00,"62720,370",МТЧ,100000065635
31350985,2022-03-29,19:30:00,"820002,991",км,100000065635
31350967,2022-03-29,19:30:00,"61413,818",МТЧ,100000065634
31350942,2022-03-29,19:30:00,"829671,460",км,100000065634
31350931,2022-03-29,19:30:00,"59816,294",МТЧ,100000065633
31350922,2022-03-29,19:30:00,"821806,550",км,100000065633
31350913,2022-03-29,19:30:00,"59950,294",МТЧ,100000065632
31350887,2022-03-29,19:30:00,"811759,359",км,100000065632
31350849,2022-03-29,19:30:00,"71544,535",МТЧ,100000065643
31350826,2022-03-29,19:30:00,"983064,182",км,100000065643
31350806,2022-03-29,19:30:00,"72778,252",МТЧ,100000065641
31350774,2022-03-29,19:30:00,"983245,736",км,100000065641
31350737,2022-03-29,19:30:00,"72285,082",МТЧ,100000065640
31350709,2022-03-29,19:30:00,"999838,133",км,100000065640
31350658,2022-03-29,19:30:00,"74107,508",МТЧ,100000065639
31350695,2022-03-29,19:30:00,"1032027,820",км,100000065639
31350671,2022-03-29,19:30:00,"72108,865",МТЧ,100000065638
31350663,2022-03-29,19:30:00,"992654,440",км,100000065638
31350646,2022-03-29,19:30:00,"74657,468",МТЧ,100000065637
31350627,2022-03-29,19:30:00,"1036228,841",км,100000065637
31350216,2022-03-29,19:30:00,"96800,715",МТЧ,100000062379
31350204,2022-03-29,19:30:00,"1240236,078",км,100000062379
31350187,2022-03-29,19:30:00,"97617,904",МТЧ,100000062377
31350010,2022-03-29,19:30:00,"1234459,378",км,100000062377
31350161,2022-03-29,19:30:00,"96127,929",МТЧ,100000062376
31350152,2022-03-29,19:30:00,"1214453,450",км,100000062376
31349990,2022-03-29,19:30:00,"97884,195",МТЧ,100000062373
31350029,2022-03-29,19:30:00,"1236050,265",км,100000062373
31350060,2022-03-29,19:30:00,"97961,197",МТЧ,100000062372
31350046,2022-03-29,19:30:00,"1215614,260",км,100000062372
31350031,2022-03-29,19:30:00,"98777,313",МТЧ,100000062371
31350016,2022-03-29,19:30:00,"1232522,525",км,100000062371
31349995,2022-03-29,19:30:00,"102550,106",МТЧ,100000062370
31349920,2022-03-29,19:30:00,"1239243,642",км,100000062370
31349966,2022-03-29,19:30:00,"99012,147",МТЧ,100000062369
31349865,2022-03-29,19:30:00,"97850,048",МТЧ,100000028868
31349903,2022-03-29,19:30:00,"1222014,110",км,100000028868
31349660,2022-03-29,19:30:00,"90903,224",МТЧ,100000065606
31349755,2022-03-29,19:30:00,"1206506,781",км,100000065606
31349593,2022-03-29,19:30:00,"81465,736",МТЧ,100000062380
31349578,2022-03-29,19:30:00,"1036014,473",км,100000062380
31349506,2022-03-29,19:30:00,"81395,991",МТЧ,100000065967
31349400,2022-03-29,19:30:00,"1049795,663",км,100000065967
31349465,2022-03-29,19:30:00,"86952,420",МТЧ,100000065611
31349447,2022-03-29,19:30:00,"1126839,717",км,100000065611
31349426,2022-03-29,19:30:00,"83892,038",МТЧ,100000065609
31349405,2022-03-29,19:30:00,"1163423,164",км,100000065609
31349385,2022-03-29,19:30:00,"86066,323",МТЧ,100000065608
31349370,2022-03-29,19:30:00,"1112808,163",км,100000065608
31349240,2022-03-29,19:30:00,"85617,165",МТЧ,100000065607
31349312,2022-03-29,19:30:00,"85805,291",МТЧ,100000065615
31349295,2022-03-29,19:30:00,"1107407,827",км,100000065615
31349277,2022-03-29,19:30:00,"86829,595",МТЧ,100000065614
31349243,2022-03-29,19:30:00,"1126844,096",км,100000065614
31349227,2022-03-29,19:30:00,"87493,156",МТЧ,100000065613
31349150,2022-03-29,19:30:00,"1168966,525",км,100000065613
31349187,2022-03-29,19:30:00,"88708,033",МТЧ,100000065612
31349158,2022-03-29,19:30:00,"1180513,095",км,100000065612
31349132,2022-03-29,19:30:00,"84125,039",МТЧ,100000065622
31349098,2022-03-29,19:30:00,"83683,850",МТЧ,100000065974
31349082,2022-03-29,19:30:00,"1038054,273",км,100000065974
31349073,2022-03-29,19:30:00,"84289,194",МТЧ,100000065972
31349038,2022-03-29,19:30:00,"1086356,638",км,100000065972
31349023,2022-03-29,19:30:00,"84141,918",МТЧ,100000065971
31349013,2022-03-29,19:30:00,"1052169,846",км,100000065971
31348987,2022-03-29,19:30:00,"86284,421",МТЧ,100000065970
31348900,2022-03-29,19:30:00,"1121875,376",км,100000065970
31348957,2022-03-29,19:30:00,"81117,222",МТЧ,100000065969
31348938,2022-03-29,19:30:00,"1056930,944",км,100000065969
31348768,2022-03-29,19:30:00,"83921,285",МТЧ,100000065968
31348913,2022-03-29,19:30:00,"1093841,273",км,100000065968
31348902,2022-03-29,19:30:00,"86174,190",МТЧ,100000065620
31348872,2022-03-29,19:30:00,"1162113,078",км,100000065620
31348861,2022-03-29,19:30:00,"81727,077",МТЧ,100000065619
31348848,2022-03-29,19:30:00,"1068876,136",км,100000065619
31348819,2022-03-29,19:30:00,"85623,154",МТЧ,100000065618
31348710,2022-03-29,19:30:00,"1146281,798",км,100000065618
31348688,2022-03-29,19:30:00,"84686,837",МТЧ,100000065617
31348776,2022-03-29,19:30:00,"1123822,020",км,100000065617
31348755,2022-03-29,19:30:00,"87951,604",МТЧ,100000065616
31348743,2022-03-29,19:30:00,"1160496,987",км,100000065616
31348734,2022-03-29,19:30:00,"62547,170",МТЧ,100000065630
31348712,2022-03-29,19:30:00,"846555,856",км,100000065630
31348695,2022-03-29,19:30:00,"62727,284",МТЧ,100000065629
31348675,2022-03-29,19:30:00,"861368,671",км,100000065629
31348656,2022-03-29,19:30:00,"55555,778",МТЧ,100000065628
31348644,2022-03-29,19:30:00,"767024,990",км,100000065628
31348621,2022-03-29,19:30:00,"63259,442",МТЧ,100000065627
31348550,2022-03-29,19:30:00,"867418,064",км,100000065627
31348591,2022-03-29,19:30:00,"64718,655",МТЧ,100000065626
31348577,2022-03-29,19:30:00,"899627,234",км,100000065626
31348557,2022-03-29,19:30:00,"63872,368",МТЧ,100000065624
31348534,2022-03-29,19:30:00,"884838,788",км,100000065624
31348516,2022-03-29,19:30:00,"65483,077",МТЧ,100000065623
31348496,2022-03-29,19:30:00,"895815,855",км,100000065623
31348481,2022-03-29,19:30:00,"62756,483",МТЧ,100000062399
31348471,2022-03-29,19:30:00,"789087,516",км,100000062399
31348448,2022-03-29,19:30:00,"60988,910",МТЧ,100000062398
31348279,2022-03-29,19:30:00,"786924,108",км,100000062398
31348409,2022-03-29,19:30:00,"63668,764",МТЧ,100000062397
31348412,2022-03-29,19:30:00,"828747,471",км,100000062397
31348308,2022-03-29,19:30:00,"63352,025",МТЧ,100000062396
31348371,2022-03-29,19:30:00,"807005,252",км,100000062396
31348356,2022-03-29,19:30:00,"63271,193",МТЧ,100000062395
31348339,2022-03-29,19:30:00,"826150,721",км,100000062395
31348316,2022-03-29,19:30:00,"66006,973",МТЧ,100000062394
31348296,2022-03-29,19:30:00,"836082,521",км,100000062394
31348283,2022-03-29,19:30:00,"60759,946",МТЧ,100000062393
31348265,2022-03-29,19:30:00,"787154,904",км,100000062393
31348186,2022-03-29,19:30:00,"65500,025",МТЧ,100000062392
31348242,2022-03-29,19:30:00,"834771,594",км,100000062392
31348226,2022-03-29,19:30:00,"65596,478",МТЧ,100000062391
31348211,2022-03-29,19:30:00,"830498,155",км,100000062391
31348192,2022-03-29,19:30:00,"878042,542",км,100000062390
31344642,2022-03-29,7:30:00,"87940,584",МТЧ,100000065616
31344539,2022-03-29,7:30:00,"1125888,280",км,100000065607
31344150,2022-03-29,7:30:00,"59940,458",МТЧ,100000065632
31344174,2022-03-29,7:30:00,"84700,765",МТЧ,100000065976
31343856,2022-03-28,19:30:00,"802705,804",км,100000065631
31341903,2022-03-29,19:00:00,"32136,000",МТЧ,100000008674
31341695,2022-03-29,19:00:00,"32852,620",МТЧ,100000008673
31334079,2022-03-29,7:30:00,"43944,056",МТЧ,100000065981
31334044,2022-03-29,7:30:00,"551310,127",км,100000065981
31334000,2022-03-29,7:30:00,"44396,400",МТЧ,100000065980
31334007,2022-03-29,7:30:00,"552302,323",км,100000065980
31333987,2022-03-29,7:30:00,"43709,316",МТЧ,100000065979
31333941,2022-03-29,7:30:00,"546909,836",км,100000065979
31333931,2022-03-29,7:30:00,"43849,839",МТЧ,100000065978
31333922,2022-03-29,7:30:00,"538746,956",км,100000065978
31333912,2022-03-29,7:30:00,"42895,812",МТЧ,100000065977
31333895,2022-03-29,7:30:00,"538447,257",км,100000065977
31333602,2022-03-28,19:00:00,"381119,000",км,100000008673
31333396,2022-03-28,19:00:00,"396459,000",км,100000008674
31333281,2022-03-29,7:30:00,"62710,548",МТЧ,100000065635
31333178,2022-03-29,7:30:00,"819864,427",км,100000065635
31333256,2022-03-29,7:30:00,"59898,404",МТЧ,100000065636
31333236,2022-03-29,7:30:00,"814703,970",км,100000065636
31333215,2022-03-29,7:30:00,"61403,574",МТЧ,100000065634
31333100,2022-03-29,7:30:00,"829504,411",км,100000065634
31333194,2022-03-29,7:30:00,"59811,864",МТЧ,100000065633
31333165,2022-03-29,7:30:00,"821641,915",км,100000065633
31333145,2022-03-29,7:30:00,"59156,741",МТЧ,100000065631
31333039,2022-03-29,7:30:00,"802869,152",км,100000065631
31332989,2022-03-29,7:30:00,"62716,930",МТЧ,100000065629
31332950,2022-03-29,7:30:00,"861206,289",км,100000065629
31333085,2022-03-29,7:30:00,"811602,931",км,100000065632
31333066,2022-03-29,7:30:00,"62544,940",МТЧ,100000065630
31333025,2022-03-29,7:30:00,"846400,877",км,100000065630
31333012,2022-03-29,7:30:00,"55545,566",МТЧ,100000065628
31332850,2022-03-29,7:30:00,"766863,734",км,100000065628
31332991,2022-03-29,7:30:00,"63249,465",МТЧ,100000065627
31332975,2022-03-29,7:30:00,"867256,808",км,100000065627
31332957,2022-03-29,7:30:00,"65471,587",МТЧ,100000065623
31332936,2022-03-29,7:30:00,"895671,819",км,100000065623
31332915,2022-03-29,7:30:00,"63863,468",МТЧ,100000065624
31332902,2022-03-29,7:30:00,"884697,327",км,100000065624
31332892,2022-03-29,7:30:00,"64718,345",МТЧ,100000065626
31332881,2022-03-29,7:30:00,"899455,517",км,100000065626
31332875,2022-03-29,7:30:00,"71543,795",МТЧ,100000065643
31332858,2022-03-29,7:30:00,"982902,604",км,100000065643
31332834,2022-03-29,7:30:00,"72768,929",МТЧ,100000065641
31332759,2022-03-29,7:30:00,"983088,542",км,100000065641
31332720,2022-03-29,7:30:00,"72099,027",МТЧ,100000065638
31332767,2022-03-29,7:30:00,"992500,748",км,100000065638
31332745,2022-03-29,7:30:00,"74097,237",МТЧ,100000065639
31332733,2022-03-29,7:30:00,"1031866,725",км,100000065639
31332723,2022-03-29,7:30:00,"74654,538",МТЧ,100000065637
31332706,2022-03-29,7:30:00,"1036073,701",км,100000065637
31332560,2022-03-29,7:30:00,"72274,272",МТЧ,100000065640
31332676,2022-03-29,7:30:00,"999666,095",км,100000065640
31332661,2022-03-29,7:30:00,"84123,809",МТЧ,100000065622
31332648,2022-03-29,7:30:00,"1116034,259",км,100000065622
31332632,2022-03-29,7:30:00,"86163,719",МТЧ,100000065620
31332623,2022-03-29,7:30:00,"1161988,193",км,100000065620
31332605,2022-03-29,7:30:00,"81717,237",МТЧ,100000065619
31332588,2022-03-29,7:30:00,"1068730,491",км,100000065619
31332510,2022-03-29,7:30:00,"85622,424",МТЧ,100000065618
31332562,2022-03-29,7:30:00,"1146114,187",км,100000065618
31332528,2022-03-29,7:30:00,"84679,007",МТЧ,100000065617
31332350,2022-03-29,7:30:00,"1123724,172",км,100000065617
31332515,2022-03-29,7:30:00,"1160365,987",км,100000065616
31332495,2022-03-29,7:30:00,"85799,661",МТЧ,100000065615
31332430,2022-03-29,7:30:00,"1107260,090",км,100000065615
31332467,2022-03-29,7:30:00,"86818,415",МТЧ,100000065614
31332451,2022-03-29,7:30:00,"1126669,804",км,100000065614
31332443,2022-03-29,7:30:00,"87488,876",МТЧ,100000065613
31332432,2022-03-29,7:30:00,"1168798,993",км,100000065613
31332415,2022-03-29,7:30:00,"88696,913",МТЧ,100000065612
31332320,2022-03-29,7:30:00,"1180372,439",км,100000065612
31332388,2022-03-29,7:30:00,"86941,340",МТЧ,100000065611
31332367,2022-03-29,7:30:00,"1126687,473",км,100000065611
31332270,2022-03-29,7:30:00,"83881,888",МТЧ,100000065609
31332337,2022-03-29,7:30:00,"1163264,805",км,100000065609
31332324,2022-03-29,7:30:00,"86055,463",МТЧ,100000065608
31332273,2022-03-29,7:30:00,"1112659,534",км,100000065608
31332257,2022-03-29,7:30:00,"85606,085",МТЧ,100000065607
31332225,2022-03-29,7:30:00,"90891,944",МТЧ,100000065606
31332207,2022-03-29,7:30:00,"1206348,261",км,100000065606
31332191,2022-03-29,7:30:00,"53324,030",МТЧ,100000062385
31332178,2022-03-29,7:30:00,"727589,926",км,100000062385
31332158,2022-03-29,7:30:00,"57045,394",МТЧ,100000062387
31332144,2022-03-29,7:30:00,"733103,802",км,100000062387
31332133,2022-03-29,7:30:00,"59819,807",МТЧ,100000062388
31332122,2022-03-29,7:30:00,"774658,294",км,100000062388
31332107,2022-03-29,7:30:00,"56959,343",МТЧ,100000062389
31332085,2022-03-29,7:30:00,"750888,439",км,100000062389
31331947,2022-03-29,7:30:00,"56942,565",МТЧ,100000062386
31331897,2022-03-29,7:30:00,"738444,159",км,100000062386
31331980,2022-03-29,7:30:00,"62744,963",МТЧ,100000062399
31332037,2022-03-29,7:30:00,"788940,422",км,100000062399
31332022,2022-03-29,7:30:00,"60977,030",МТЧ,100000062398
31332005,2022-03-29,7:30:00,"786805,822",км,100000062398
31331988,2022-03-29,7:30:00,"63657,881",МТЧ,100000062397
31331965,2022-03-29,7:30:00,"828595,710",км,100000062397
31331951,2022-03-29,7:30:00,"63340,415",МТЧ,100000062396
31331936,2022-03-29,7:30:00,"806853,813",км,100000062396
31331924,2022-03-29,7:30:00,"63260,361",МТЧ,100000062395
31331904,2022-03-29,7:30:00,"826030,825",км,100000062395
31331871,2022-03-29,7:30:00,"67266,428",МТЧ,100000062390
31331859,2022-03-29,7:30:00,"877923,934",км,100000062390
31331841,2022-03-29,7:30:00,"65488,865",МТЧ,100000062392
31331832,2022-03-29,7:30:00,"834637,187",км,100000062392
31331824,2022-03-29,7:30:00,"65996,768",МТЧ,100000062394
31331806,2022-03-29,7:30:00,"835977,753",км,100000062394
31331781,2022-03-29,7:30:00,"60748,956",МТЧ,100000062393
31331771,2022-03-29,7:30:00,"787030,180",км,100000062393
31331709,2022-03-29,7:30:00,"65584,818",МТЧ,100000062391
31331689,2022-03-29,7:30:00,"830352,027",км,100000062391
31331695,2022-03-29,7:30:00,"80774,069",МТЧ,100000062384
31331675,2022-03-29,7:30:00,"995822,492",км,100000062384
31331656,2022-03-29,7:30:00,"82095,723",МТЧ,100000062383
31331642,2022-03-29,7:30:00,"1049031,954",км,100000062383
31331632,2022-03-29,7:30:00,"81497,666",МТЧ,100000062382
31331539,2022-03-29,7:30:00,"1074072,354",км,100000062382
31331606,2022-03-29,7:30:00,"82535,313",МТЧ,100000062381
31331593,2022-03-29,7:30:00,"1041763,609",км,100000062381
31331568,2022-03-29,7:30:00,"80617,849",МТЧ,100000065975
31331525,2022-03-29,7:30:00,"81454,306",МТЧ,100000062380
31331513,2022-03-29,7:30:00,"1035895,221",км,100000062380
31331400,2022-03-29,7:30:00,"81385,991",МТЧ,100000065967
31331488,2022-03-29,7:30:00,"1049717,610",км,100000065967
31331467,2022-03-29,7:30:00,"83671,990",МТЧ,100000065974
31331433,2022-03-29,7:30:00,"1037921,663",км,100000065974
31331378,2022-03-29,7:30:00,"84278,430",МТЧ,100000065972
