,level_1_description,eo_class_code,eo_class_description,constr_type,eo_model_id,eo_model_name,eo_description,teh_mesto,level_upper,sap_operation_status,operation_start_date,operation_finish_date
42974,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №38,05-KAR-UTTR-K102,05-KAR-UTTR-K731,,2022-03-01,2034-03-01
43037,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №39,05-KAR-UTTR-K103,05-KAR-UTTR-K731,,2022-03-01,2034-03-01
43045,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №40,05-KAR-UTTR-K104,05-KAR-UTTR-K731,,2022-03-01,2034-03-01
43053,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №41,05-KAR-UTTR-K105,05-KAR-UTTR-K731,,2022-04-01,2034-04-01
43073,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №42,05-KAR-UTTR-K106,05-KAR-UTTR-K731,,2022-04-01,2034-04-01
43390,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №43,05-KAR-UTTR-K107,05-KAR-UTTR-K731,,2022-05-01,2034-05-01
43398,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №44,05-KAR-UTTR-K108,05-KAR-UTTR-K731,,2022-05-01,2034-05-01
43581,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №45,05-KAR-UTTR-K109,05-KAR-UTTR-K731,,2022-06-01,2034-06-01
43625,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №46,05-KAR-UTTR-K110,05-KAR-UTTR-K731,,2022-06-01,2034-06-01
43637,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №47,05-KAR-UTTR-K111,05-KAR-UTTR-K731,,2022-06-01,2034-06-01
43643,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №48,05-KAR-UTTR-K112,05-KAR-UTTR-K731,,2022-06-01,2034-06-01
43647,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №49,05-KAR-UTTR-K113,05-KAR-UTTR-K731,,2022-07-01,2034-07-01
43655,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №50,05-KAR-UTTR-K114,05-KAR-UTTR-K731,,2022-07-01,2034-07-01
43658,Полюс Магадан,E01_01,Самосвалы карьерные,960011512,68,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №51,05-KAR-UTTR-K115,05-KAR-UTTR-K731,,2022-07-01,2034-07-01
43661,Полюс Вернинское,E01_01,Самосвалы карьерные,960011300,62,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2443,03-KON-OBSL-OB04,03-KON-OBSL-PBEL,,2021-01-01,2030-01-01
43671,Полюс Вернинское,E01_01,Самосвалы карьерные,960011300,62,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2441,03-KON-OBSL-OB02,03-KON-OBSL-PBEL,,2021-01-01,2030-01-01
43678,Полюс Вернинское,E01_01,Самосвалы карьерные,960011300,62,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2442,03-KON-OBSL-OB03,03-KON-OBSL-PBEL,,2021-02-01,2030-01-01
43688,Полюс Вернинское,E01_01,Самосвалы карьерные,960011300,62,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2445,03-KON-OBSL-OB06,03-KON-OBSL-PBEL,,2021-01-01,2030-01-01
43710,Полюс Вернинское,E01_01,Самосвалы карьерные,960011300,62,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2446,03-KON-OBSL-OB07,03-KON-OBSL-PBEL,,2021-02-01,2030-01-01
43718,Полюс Вернинское,E01_01,Самосвалы карьерные,960011300,62,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2444,03-KON-OBSL-OB05,03-KON-OBSL-PBEL,,2021-01-01,2030-01-01
44033,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003984,61,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540А №21,11-RUD-CGTR-SEBT-BE02,11-RUD-CGTR-SEBT-BELZ,СИНХ,2006-06-02,2022-12-31
44042,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003984,61,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540А №24,11-RUD-CGTR-SEBT-BE04,11-RUD-CGTR-SEBT-BELZ,СИНХ,2006-06-02,2022-12-31
44214,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №137,11-RUD-CGTR-SEBT-CF02,11-RUD-CGTR-SEBT-C77F,СИНХ,2008-10-21,2022-08-31
44237,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №138,11-RUD-CGTR-SEBT-CF03,11-RUD-CGTR-SEBT-C77F,СИНХ,2008-10-20,2022-12-31
44796,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №140,11-RUD-CGTR-SEBT-CF05,11-RUD-CGTR-SEBT-C77F,СИНХ,2008-11-19,2022-10-31
45855,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №139,11-RUD-CGTR-SEBT-CF04,11-RUD-CGTR-SEBT-C77F,СИНХ,2008-11-10,2022-12-31
45860,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №401,11-RUD-CGTR-SEBT-CC01,11-RUD-CGTR-SEBT-C785,СИНХ,2009-03-04,2022-08-31
45861,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №403,11-RUD-CGTR-SEBT-CC03,11-RUD-CGTR-SEBT-C785,СИНХ,2009-05-06,2022-09-30
45949,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №404,11-RUD-CGTR-SEBT-CC04,11-RUD-CGTR-SEBT-C785,СИНХ,2009-05-06,2022-12-31
45957,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №405,11-RUD-CGTR-SEBT-CC05,11-RUD-CGTR-SEBT-C785,СИНХ,2009-05-06,2022-10-31
45989,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №407,11-RUD-CGTR-SEBT-CC07,11-RUD-CGTR-SEBT-C785,СИНХ,2009-06-08,2022-11-30
46196,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №409,11-RUD-CGTR-SEBT-CC09,11-RUD-CGTR-SEBT-C785,СИНХ,2009-06-24,2022-12-31
46474,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №415,11-RUD-CGTR-SEBT-CC14,11-RUD-CGTR-SEBT-C785,СИНХ,2009-11-04,2022-06-30
46475,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №414,11-RUD-CGTR-SEBT-CC13,11-RUD-CGTR-SEBT-C785,СИНХ,2009-11-02,2022-12-31
46479,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №411,11-RUD-CGTR-SEBT-CC11,11-RUD-CGTR-SEBT-C785,СИНХ,2009-10-02,2022-12-31
48825,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №238,11-RUD-CGTR-SEBT-KH17,11-RUD-CGTR-SEBT-K785,СИНХ,2010-03-23,2022-06-30
49958,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №240,11-RUD-CGTR-SEBT-KH19,11-RUD-CGTR-SEBT-K785,СИНХ,2010-03-23,2022-08-31
51054,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №239,11-RUD-CGTR-SEBT-KH18,11-RUD-CGTR-SEBT-K785,СИНХ,2010-03-23,2022-07-31
51420,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №424,11-RUD-CGTR-SEBT-CC23,11-RUD-CGTR-SEBT-C785,СИНХ,2011-05-20,2022-12-31
51486,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №142,11-RUD-CGTR-SEBT-CF07,11-RUD-CGTR-SEBT-C77F,СИНХ,2010-12-16,2022-12-31
51500,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №143,11-RUD-CGTR-SEBT-CF08,11-RUD-CGTR-SEBT-C77F,СИНХ,2010-12-16,2022-12-31
51514,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №144,11-RUD-CGTR-SEBT-CF09,11-RUD-CGTR-SEBT-C77F,СИНХ,2010-12-16,2022-12-31
51528,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №145,11-RUD-CGTR-SEBT-CF10,11-RUD-CGTR-SEBT-C77F,СИНХ,2010-12-16,2022-12-31
51539,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №501,11-RUD-CGTR-SEBT-CC50,11-RUD-CGTR-SEBT-C785,СИНХ,2010-12-16,2022-12-31
51581,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №502,11-RUD-CGTR-SEBT-CC51,11-RUD-CGTR-SEBT-C785,СИНХ,2010-12-16,2022-12-31
51595,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №503,11-RUD-CGTR-SEBT-CC52,11-RUD-CGTR-SEBT-C785,СИНХ,2010-12-16,2022-12-31
51598,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №504,11-RUD-CGTR-SEBT-CC53,11-RUD-CGTR-SEBT-C785,СИНХ,2010-12-31,2022-12-31
51605,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №505,11-RUD-CGTR-SEBT-CC54,11-RUD-CGTR-SEBT-C785,СИНХ,2010-12-31,2022-12-31
51615,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №423,11-RUD-CGTR-SEBT-CC22,11-RUD-CGTR-SEBT-C785,СИНХ,2011-05-20,2022-12-31
51624,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №506,11-RUD-CGTR-SEBT-CC55,11-RUD-CGTR-SEBT-C785,СИНХ,2011-01-31,2022-12-31
51633,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №507,11-RUD-CGTR-SEBT-CC56,11-RUD-CGTR-SEBT-C785,СИНХ,2011-01-31,2022-12-31
51640,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №508,11-RUD-CGTR-SEBT-CC57,11-RUD-CGTR-SEBT-C785,СИНХ,2011-02-28,2022-12-31
51669,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №509,11-RUD-CGTR-SEBT-CC58,11-RUD-CGTR-SEBT-C785,СИНХ,2011-02-18,2022-12-31
51706,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №510,11-RUD-CGTR-SEBT-CC59,11-RUD-CGTR-SEBT-C785,СИНХ,2011-02-28,2022-12-31
51861,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №511,11-RUD-CGTR-SEBT-CC60,11-RUD-CGTR-SEBT-C785,СИНХ,2011-02-28,2022-12-31
51874,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №512,11-RUD-CGTR-SEBT-CC61,11-RUD-CGTR-SEBT-C785,СИНХ,2011-03-31,2022-12-31
52183,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №514,11-RUD-CGTR-SEBT-CC62,11-RUD-CGTR-SEBT-C785,СИНХ,2011-03-31,2022-12-31
52342,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №515,11-RUD-CGTR-SEBT-CC63,11-RUD-CGTR-SEBT-C785,СИНХ,2011-04-30,2022-12-31
52351,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №416,11-RUD-CGTR-SEBT-CC15,11-RUD-CGTR-SEBT-C785,СИНХ,2011-04-30,2022-12-31
52359,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №417,11-RUD-CGTR-SEBT-CC16,11-RUD-CGTR-SEBT-C785,СИНХ,2011-04-30,2022-12-31
52370,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №418,11-RUD-CGTR-SEBT-CC17,11-RUD-CGTR-SEBT-C785,СИНХ,2011-04-30,2022-12-31
52382,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №419,11-RUD-CGTR-SEBT-CC18,11-RUD-CGTR-SEBT-C785,СИНХ,2011-04-30,2022-12-31
52741,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №420,11-RUD-CGTR-SEBT-CC19,11-RUD-CGTR-SEBT-C785,СИНХ,2011-04-30,2022-12-31
52754,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №422,11-RUD-CGTR-SEBT-CC21,11-RUD-CGTR-SEBT-C785,СИНХ,2011-04-30,2022-12-31
52771,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №425,11-RUD-CGTR-SEBT-CC24,11-RUD-CGTR-SEBT-C785,СИНХ,2011-05-26,2022-12-31
52796,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №516,11-RUD-CGTR-SEBT-CC64,11-RUD-CGTR-SEBT-C785,СИНХ,2011-05-20,2022-12-31
52812,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №426,11-RUD-CGTR-SEBT-CC25,11-RUD-CGTR-SEBT-C785,СИНХ,2011-07-31,2022-12-31
52870,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №427,11-RUD-CGTR-SEBT-CC26,11-RUD-CGTR-SEBT-C785,СИНХ,2011-07-31,2022-12-31
53034,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №428,11-RUD-CGTR-SEBT-CC27,11-RUD-CGTR-SEBT-C785,СИНХ,2011-07-31,2022-12-31
53035,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №429,11-RUD-CGTR-SEBT-CC28,11-RUD-CGTR-SEBT-C785,СИНХ,2011-07-31,2022-12-31
53043,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №430,11-RUD-CGTR-SEBT-CC29,11-RUD-CGTR-SEBT-C785,СИНХ,2011-08-22,2022-12-31
53057,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №445,11-RUD-CGTR-SEBT-CC44,11-RUD-CGTR-SEBT-C785,СИНХ,2014-06-19,2025-07-31
53099,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №441,11-RUD-CGTR-SEBT-CC40,11-RUD-CGTR-SEBT-C785,СИНХ,2014-06-19,2025-07-31
53155,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №444,11-RUD-CGTR-SEBT-CC43,11-RUD-CGTR-SEBT-C785,СИНХ,2014-06-19,2025-07-31
54001,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №443,11-RUD-CGTR-SEBT-CC42,11-RUD-CGTR-SEBT-C785,СИНХ,2014-06-19,2025-07-31
54004,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №442,11-RUD-CGTR-SEBT-CC41,11-RUD-CGTR-SEBT-C785,СИНХ,2014-06-19,2025-07-31
54036,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №435,11-RUD-CGTR-SEBT-CC34,11-RUD-CGTR-SEBT-C785,СИНХ,2013-07-31,2025-07-31
54043,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №431,11-RUD-CGTR-SEBT-CC30,11-RUD-CGTR-SEBT-C785,СИНХ,2013-07-31,2025-07-31
54056,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №434,11-RUD-CGTR-SEBT-CC33,11-RUD-CGTR-SEBT-C785,СИНХ,2013-07-31,2025-07-31
54069,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №432,11-RUD-CGTR-SEBT-CC31,11-RUD-CGTR-SEBT-C785,СИНХ,2013-07-31,2025-07-31
54078,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №433,11-RUD-CGTR-SEBT-CC32,11-RUD-CGTR-SEBT-C785,СИНХ,2013-07-31,2025-07-31
54110,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №436,11-RUD-CGTR-SEBT-CC35,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-31,2025-07-31
54218,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №437,11-RUD-CGTR-SEBT-CC36,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-13,2025-07-31
54249,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №438,11-RUD-CGTR-SEBT-CC37,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-31,2025-07-31
54262,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №439,11-RUD-CGTR-SEBT-CC38,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-13,2025-07-31
54282,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №440,11-RUD-CGTR-SEBT-CC39,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-13,2025-07-31
54313,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №525,11-RUD-CGTR-SEBT-CC73,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-13,2025-07-31
54352,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №524,11-RUD-CGTR-SEBT-CC72,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-13,2025-07-31
54390,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №526,11-RUD-CGTR-SEBT-CC74,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-31,2025-07-31
54398,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №523,11-RUD-CGTR-SEBT-CC71,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-13,2025-07-31
54401,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №527,11-RUD-CGTR-SEBT-CC75,11-RUD-CGTR-SEBT-C785,СИНХ,2013-12-31,2025-07-31
54402,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №528,11-RUD-CGTR-SEBT-CC76,11-RUD-CGTR-SEBT-C785,СИНХ,2014-02-28,2025-07-31
54407,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №531,11-RUD-CGTR-SEBT-CC79,11-RUD-CGTR-SEBT-C785,СИНХ,2021-07-03,2025-07-31
54413,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №529,11-RUD-CGTR-SEBT-CC77,11-RUD-CGTR-SEBT-C785,СИНХ,2014-02-28,2025-07-31
54425,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №532,11-RUD-CGTR-SEBT-CC80,11-RUD-CGTR-SEBT-C785,СИНХ,2014-02-28,2025-07-31
54434,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №530,11-RUD-CGTR-SEBT-CC78,11-RUD-CGTR-SEBT-C785,СИНХ,2014-02-28,2025-07-31
54456,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №533,11-RUD-CGTR-SEBT-CC81,11-RUD-CGTR-SEBT-C785,СИНХ,2014-03-06,2025-07-31
54483,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №534,11-RUD-CGTR-SEBT-CC82,11-RUD-CGTR-SEBT-C785,СИНХ,2014-03-06,2025-07-31
54567,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №536,11-RUD-CGTR-SEBT-CC84,11-RUD-CGTR-SEBT-C785,СИНХ,2014-03-06,2025-07-31
54585,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №535,11-RUD-CGTR-SEBT-CC83,11-RUD-CGTR-SEBT-C785,СИНХ,2014-03-06,2025-07-31
54598,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №146,11-RUD-CGTR-SEBT-CF11,11-RUD-CGTR-SEBT-C77F,СИНХ,2012-06-04,2023-07-31
54614,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №147,11-RUD-CGTR-SEBT-CF12,11-RUD-CGTR-SEBT-C77F,СИНХ,2012-06-04,2023-07-31
54622,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №148,11-RUD-CGTR-SEBT-CF13,11-RUD-CGTR-SEBT-C77F,СИНХ,2012-06-04,2023-07-31
54642,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003595,64,Самосвалы CAT 777F,Самосвал карьерный 777F №149,11-RUD-CGTR-SEBT-CF14,11-RUD-CGTR-SEBT-C77F,СИНХ,2012-06-04,2023-07-31
54722,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №518,11-RUD-CGTR-SEBT-CC66,11-RUD-CGTR-SEBT-C785,СИНХ,2012-07-05,2024-07-31
54746,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №520,11-RUD-CGTR-SEBT-CC68,11-RUD-CGTR-SEBT-C785,СИНХ,2012-07-05,2024-07-31
54824,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №519,11-RUD-CGTR-SEBT-CC67,11-RUD-CGTR-SEBT-C785,СИНХ,2012-07-05,2024-07-31
54827,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №517,11-RUD-CGTR-SEBT-CC65,11-RUD-CGTR-SEBT-C785,СИНХ,2012-07-05,2024-07-31
54831,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №521,11-RUD-CGTR-SEBT-CC69,11-RUD-CGTR-SEBT-C785,СИНХ,2012-09-30,2024-07-31
54933,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №522,11-RUD-CGTR-SEBT-CC70,11-RUD-CGTR-SEBT-C785,СИНХ,2012-09-30,2024-07-31
54954,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003985,61,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №55,11-RUD-CGTR-SEBT-BE10,11-RUD-CGTR-SEBT-BELZ,СИНХ,2016-12-16,2026-12-31
54967,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003985,61,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №56,11-RUD-CGTR-SEBT-BE11,11-RUD-CGTR-SEBT-BELZ,СИНХ,2016-12-16,2026-12-31
