,level_1_description,eo_class_code,eo_class_description,constr_type,eo_model_id,eo_model_name,eo_description,teh_mesto,level_upper,sap_operation_status,operation_start_date,operation_finish_date
93028,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960000020,117,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,11-RUD-VOST-UGVS-E110,11-RUD-VOST-UGVS-EG10,СИНХ,2011-11-30,2029-11-30
93037,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960000020,117,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №31,11-RUD-VOST-UGVS-E113,11-RUD-VOST-UGVS-EG10,СИНХ,2013-04-30,2031-04-30
93046,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960000020,117,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №28,11-RUD-BLAG-UGBL-E102,11-RUD-BLAG-UGBL-EG10,СИНХ,2012-01-31,2029-12-31
93055,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960000020,117,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №29,11-RUD-VOST-UGVS-E111,11-RUD-VOST-UGVS-EG10,СИНХ,2012-04-30,2030-04-30
93198,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960000020,117,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №30,11-RUD-BLAG-UGBL-E106,11-RUD-BLAG-UGBL-EG10,СИНХ,2012-12-31,2030-12-31
93751,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960003843,118,Экскаваторы ЭКГ-18,Экскаватор электрический ЭКГ-18 №01,11-RUD-BLAG-UGBL-E801,11-RUD-BLAG-UGBL-EG18,СИНХ,2016-08-01,2036-08-31
93784,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960000020,117,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №32,11-RUD-BLAG-UGBL-E103,11-RUD-BLAG-UGBL-EG10,СИНХ,2017-02-28,2035-02-28
93822,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960000019,125,Экскаваторы WK-20,Экскаватор электрический WK-20 №02,11-RUD-VOST-UGVS-W201,11-RUD-VOST-UGVS-WK20,СИНХ,2017-07-15,2037-08-31
93884,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960004011,126,Экскаваторы WK-35,Экскаватор электрический WK-35 №04,11-RUD-VOST-UGVS-W301,11-RUD-VOST-UGVS-WK35,СИНХ,2017-11-30,2037-11-30
94098,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960000019,125,Экскаваторы WK-20,Экскаватор электрический WK-20 №03,11-RUD-BLAG-UGBL-W201,11-RUD-BLAG-UGBL-WK20,СИНХ,2017-09-08,2037-09-30
94644,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960004011,126,Экскаваторы WK-35,Экскаватор электрический WK-35 №05,11-RUD-VOST-UGVS-W302,11-RUD-VOST-UGVS-WK35,СИНХ,2018-03-01,2038-03-31
94657,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960004011,126,Экскаваторы WK-35,Экскаватор электрический WK-35 №06,11-RUD-VOST-UGVS-W303,11-RUD-VOST-UGVS-WK35,СИНХ,2018-08-04,2038-08-31
94679,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960004011,126,Экскаваторы WK-35,Экскаватор электрический WK-35 №07,11-RUD-VOST-UGVS-W304,11-RUD-VOST-UGVS-WK35,СИНХ,2018-09-28,2038-09-30
95125,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960000019,125,Экскаваторы WK-20,Экскаватор электрический WK-20 №8,11-RUD-BLAG-UGBL-W202,11-RUD-BLAG-UGBL-WK20,СИНХ,2021-02-18,2041-02-28
95132,Олимпиадинский ГОК,E03_02,Экскаваторы электрические,960011036,119,Экскаваторы ЭКГ-20,Экскаватор электрический ЭКГ-20 №9,11-RUD-VOST-UGVS-E201,11-RUD-VOST-UGVS-EG20,СИНХ,2021-12-05,2041-12-31
95139,Полюс Вернинское,E03_02,Экскаваторы электрические,960000020,117,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №1207,03-RUD-EKSK-OOBR-EX02,03-RUD-EKSK-OOBR-EXCV,,2007-10-30,2030-01-01
95639,Полюс Вернинское,E03_02,Экскаваторы электрические,960000020,117,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №1208,03-RUD-EKSK-OOBR-EX03,03-RUD-EKSK-OOBR-EXCV,,2007-08-30,2030-01-01
95654,Полюс Вернинское,E03_02,Экскаваторы электрические,960000019,125,Экскаваторы WK-20,Экскаватор электрический WK-20 №1220,03-RUD-EKSK-OOBR-EX04,03-RUD-EKSK-OOBR-EXCV,,2019-06-30,2030-01-01
96137,Полюс Магадан,E03_02,Экскаваторы электрические,960000019,125,Экскаваторы WK-20,Экскаватор электрический WK-20 №1,05-KAR-UOGR-W201,05-KAR-UOGR-WK20,,2019-02-01,2029-02-01
96142,Полюс Магадан,E03_02,Экскаваторы электрические,960000019,125,Экскаваторы WK-20,Экскаватор электрический WK-20 №2,05-KAR-UOGR-W202,05-KAR-UOGR-WK20,,2019-09-30,2029-09-30
96767,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №301,no_data,no_data,,2016-03-18,2026-03-18
96768,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №302,no_data,no_data,,2016-03-18,2026-03-18
96769,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №303,no_data,no_data,,2016-04-12,2026-04-12
96770,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №304,no_data,no_data,,2016-04-12,2026-04-12
96771,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №305,no_data,no_data,,2016-04-12,2026-04-12
96772,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №306,no_data,no_data,,2016-04-26,2026-04-26
96773,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №307,no_data,no_data,,2018-02-09,2028-02-09
96774,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №308,no_data,no_data,,2018-02-09,2028-02-09
96775,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №309,no_data,no_data,,2018-02-27,2028-02-27
96776,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №310,no_data,no_data,,2018-02-27,2028-02-27
96777,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №311,no_data,no_data,,2018-04-28,2028-04-28
96778,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №312,no_data,no_data,,2018-04-24,2028-04-24
96779,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №313,no_data,no_data,,2019-04-19,2029-04-19
96780,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №314,no_data,no_data,,2019-02-19,2029-02-19
96781,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №315,no_data,no_data,,2020-01-16,2030-01-16
96782,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №316,no_data,no_data,,2020-01-21,2030-01-21
96783,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №317,no_data,no_data,,2020-02-03,2030-02-03
96784,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №318,no_data,no_data,,2020-04-30,2030-04-30
96785,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №319,no_data,no_data,,2020-04-21,2030-04-21
96786,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №320,no_data,no_data,,2021-01-22,2031-01-22
96787,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №321,no_data,no_data,,2021-01-22,2031-01-22
96788,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №322,no_data,no_data,,2021-02-17,2031-02-17
96789,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №323,no_data,no_data,,2021-05-05,2031-05-05
96790,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №324,no_data,no_data,,2021-10-02,2031-10-02
96791,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №325,no_data,no_data,,2021-07-20,2031-07-20
96792,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №326,no_data,no_data,,2021-09-06,2031-09-06
96793,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №327,no_data,no_data,,2022-01-28,2032-01-28
96794,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №328,no_data,no_data,,2022-12-28,2032-12-28
96795,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №329,no_data,no_data,,2022-02-21,2032-02-21
96796,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №330,no_data,no_data,,2022-03-31,2032-03-31
96797,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №331,no_data,no_data,,2022-03-31,2032-03-31
96798,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №332,no_data,no_data,,2022-04-30,2032-04-30
96799,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №333,no_data,no_data,,2022-07-30,2032-07-30
96800,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №334,no_data,no_data,,2022-07-30,2032-07-30
96801,Алдан,E01_01,Самосвалы карьерные,no_data,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №335,no_data,no_data,,2022-07-30,2032-07-30
96802,Алдан,E01_01,Самосвалы карьерные,no_data,128,Самосвалы Komatsu HD 465-7R,Самосвал Komatsu HD 465-7R №700,no_data,no_data,,2021-12-28,2031-12-28
96803,Алдан,E01_01,Самосвалы карьерные,no_data,128,Самосвалы Komatsu HD 465-7R,Самосвал Komatsu HD 465-7R №701,no_data,no_data,,2022-01-01,2032-01-01
96804,Алдан,E01_01,Самосвалы карьерные,no_data,127,Самосвалы CAT 777G 501,Самосвал карьерный 777G №501,no_data,no_data,,2017-05-29,2027-05-29
96805,Алдан,E01_01,Самосвалы карьерные,no_data,127,Самосвалы CAT 777G 502,Самосвал карьерный 777G №502,no_data,no_data,,2017-05-19,2027-05-19
96806,Алдан,E01_01,Самосвалы карьерные,no_data,127,Самосвалы CAT 777G 503,Самосвал карьерный 777G №503,no_data,no_data,,2017-05-14,2027-05-14
96807,Алдан,E01_01,Самосвалы карьерные,no_data,127,Самосвалы CAT 777G 504,Самосвал карьерный 777G №504,no_data,no_data,,2017-05-14,2027-05-14
96808,Алдан,E01_01,Самосвалы карьерные,no_data,127,Самосвалы CAT 777G 505,Самосвал карьерный 777G №505,no_data,no_data,,2017-05-19,2027-05-19
96809,Алдан,E01_01,Самосвалы карьерные,no_data,127,Самосвалы CAT 777G 506,Самосвал карьерный 777G №506,no_data,no_data,,2018-08-14,2028-08-14
96810,Алдан,E01_01,Самосвалы карьерные,no_data,63,Самосвалы CAT 777E,Самосвал карьерный 777E №601,no_data,no_data,,2017-09-21,2027-09-21
96811,Алдан,E01_01,Самосвалы карьерные,no_data,63,Самосвалы CAT 777E,Самосвал карьерный 777E №602,no_data,no_data,,2017-09-21,2027-09-21
96812,Алдан,E01_01,Самосвалы карьерные,no_data,63,Самосвалы CAT 777E,Самосвал карьерный 777E №603,no_data,no_data,,2017-09-26,2027-09-26
96813,Алдан,E01_01,Самосвалы карьерные,no_data,63,Самосвалы CAT 777E,Самосвал карьерный 777E №604,no_data,no_data,,2017-09-26,2027-09-26
96814,Алдан,E01_01,Самосвалы карьерные,no_data,63,Самосвалы CAT 777E,Самосвал карьерный 777E №605,no_data,no_data,,2018-12-14,2028-12-14
96815,Алдан,E01_01,Самосвалы карьерные,no_data,63,Самосвалы CAT 777E,Самосвал карьерный 777E №606,no_data,no_data,,2019-01-10,2029-01-10
96816,Алдан,E01_01,Самосвалы карьерные,no_data,63,Самосвалы CAT 777E,Самосвал карьерный 777E №607,no_data,no_data,,2019-01-10,2029-01-10
96817,Алдан,E01_01,Самосвалы карьерные,no_data,63,Самосвалы CAT 777E,Самосвал карьерный 777E №608,no_data,no_data,,2020-04-21,2030-04-21
96818,Алдан,E01_01,Самосвалы карьерные,no_data,63,Самосвалы CAT 777E,Самосвал карьерный 777E №609,no_data,no_data,,2020-04-30,2030-04-30
96819,Алдан,E01_01,Самосвалы карьерные,no_data,129,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №001,no_data,no_data,,2016-01-27,2026-01-27
96820,Алдан,E01_01,Самосвалы карьерные,no_data,129,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №002,no_data,no_data,,2016-01-27,2026-01-27
96821,Алдан,E01_01,Самосвалы карьерные,no_data,129,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №003,no_data,no_data,,2016-01-26,2026-01-26
96822,Алдан,E01_01,Самосвалы карьерные,no_data,129,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №004,no_data,no_data,,2016-01-27,2026-01-27
96823,Алдан,E01_01,Самосвалы карьерные,no_data,129,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №005,no_data,no_data,,2016-01-28,2026-01-28
96824,Алдан,E01_01,Самосвалы карьерные,no_data,129,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №006,no_data,no_data,,2016-01-29,2026-01-29
96825,Алдан,E01_01,Самосвалы карьерные,no_data,129,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №007,no_data,no_data,,2016-01-26,2026-01-26
96826,Алдан,E01_01,Самосвалы карьерные,no_data,129,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №008,no_data,no_data,,2016-01-26,2026-01-26
96827,Алдан,E01_01,Самосвалы карьерные,no_data,129,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №009,no_data,no_data,,2015-05-18,2025-05-18
96828,Алдан,E01_01,Самосвалы карьерные,no_data,129,Самосвалы Белаз 7555 В,Самосвал Белаз 7555В №010,no_data,no_data,,2015-05-30,2025-05-30
96829,Алдан,E05_02,Бульдозеры гусеничные,no_data,24,Бульдозер D375A-5D,Бульдозер D375A-5 №16,no_data,no_data,,2009-02-28,2019-02-28
96830,Алдан,E05_02,Бульдозеры гусеничные,no_data,24,Бульдозер D375A-5D,Бульдозер D375A-5 №12,no_data,no_data,,2013-01-16,2023-01-16
96831,Алдан,E05_02,Бульдозеры гусеничные,no_data,24,Бульдозер D375A-5D,Бульдозер D375A-5 №20,no_data,no_data,,2013-09-09,2023-09-09
96832,Алдан,E05_02,Бульдозеры гусеничные,no_data,24,Бульдозер D375A-5D,Бульдозер D375A-5 №22,no_data,no_data,,2014-05-13,2024-05-13
96833,Алдан,E05_02,Бульдозеры гусеничные,no_data,24,Бульдозер D375A-5D,Бульдозер D375A-5 №80,no_data,no_data,,2017-12-07,2027-12-07
96834,Алдан,E05_02,Бульдозеры гусеничные,no_data,24,Бульдозер D375A-5D,Бульдозер D375A-5 №81,no_data,no_data,,2018-01-12,2028-01-12
96835,Алдан,E05_02,Бульдозеры гусеничные,no_data,24,Бульдозер D375A-5D,Бульдозер D375A-5 №82,no_data,no_data,,2020-08-11,2030-08-11
96836,Алдан,E05_02,Бульдозеры гусеничные,no_data,130,Бульдозер D-85ESS-2A,Бульдозер D-85ESS-2A №70,no_data,no_data,,2017-09-30,2027-09-30
96837,Алдан,E05_02,Бульдозеры гусеничные,no_data,130,Бульдозер D-85ESS-2A,Бульдозер D-85ESS-2A №71,no_data,no_data,,2017-10-16,2027-10-16
96838,Алдан,E05_02,Бульдозеры гусеничные,no_data,130,Бульдозер D-85ESS-2A,Бульдозер D-85ESS-2A №72,no_data,no_data,,2017-12-11,2027-12-11
96839,Алдан,E05_02,Бульдозеры гусеничные,no_data,130,Бульдозер D-85ESS-2A,Бульдозер D-85ESS-2A №73,no_data,no_data,,2018-03-27,2028-03-27
96840,Алдан,E05_02,Бульдозеры гусеничные,no_data,131,Бульдозер САТ-834,Бульдозер САТ-834Н №41,no_data,no_data,,2008-06-16,2023-06-16
96841,Алдан,E05_02,Бульдозеры гусеничные,no_data,131,Бульдозер САТ-834,Бульдозер САТ-834Н №43,no_data,no_data,,2018-01-20,2028-01-20
96842,Алдан,E02_03,Станки буровые ударн,no_data,85,Станок буровой DML HP 1200,Станок буровой DML HP 1200 №19,no_data,no_data,,2012-01-21,2023-01-21
96843,Алдан,E02_03,Станки буровые ударн,no_data,85,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №21,no_data,no_data,,2014-04-30,2024-04-30
96844,Алдан,E02_03,Станки буровые ударн,no_data,85,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №23,no_data,no_data,,2013-09-03,2023-09-03
96845,Алдан,E02_03,Станки буровые ударн,no_data,85,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №24,no_data,no_data,,2013-10-24,2023-10-24
96846,Алдан,E17_11,Погрузчики фронтальные,no_data,49,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3A №50,no_data,no_data,,2019-05-06,2029-05-06
96847,Алдан,E17_11,Погрузчики фронтальные,no_data,49,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3A №53,no_data,no_data,,2012-09-11,2022-09-11
96848,Алдан,E17_11,Погрузчики фронтальные,no_data,49,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3A №54,no_data,no_data,,2013-02-20,2023-02-20
96849,Алдан,E03_01,Экскаваторы гидравлические,no_data,114,Экскаватор PC1250-8,Экскаватор PC1250-8 №1,no_data,no_data,,2017-09-30,2027-09-30
96850,Алдан,E03_01,Экскаваторы гидравлические,no_data,114,Экскаватор PC1250-8,Экскаватор PC1250-8 №2,no_data,no_data,,2020-03-03,2030-03-03
96851,Алдан,E03_01,Экскаваторы гидравлические,no_data,114,Экскаватор PC1250-8,Экскаватор PC1250-8 №3,no_data,no_data,,2020-07-08,2030-07-08
96852,Алдан,E03_01,Экскаваторы гидравлические,no_data,114,Экскаватор PC1250-8,Экскаватор PC1250-8 №4,no_data,no_data,,2021-04-27,2031-04-27
96853,Алдан,E03_01,Экскаваторы гидравлические,no_data,114,Экскаватор PC1250-8,Экскаватор PC1250-8 №5,no_data,no_data,,2021-06-03,2031-06-03
96854,Алдан,E03_01,Экскаваторы гидравлические,no_data,121,Экскаваторы PC1250-7,Экскаватор PC1250-7 №37,no_data,no_data,,2012-05-10,2022-05-10
96855,Алдан,E03_01,Экскаваторы гидравлические,no_data,107,Экскаватор гидравл. PC2000-8,Экскаватор гидравл. PC2000-8 №60,no_data,no_data,,2013-05-22,2023-05-22
96856,Алдан,E03_01,Экскаваторы гидравлические,no_data,131,Экскаватор гидравл CAT395,Экскаватор гидравл CAT395 №7,no_data,no_data,,2022-01-23,2032-01-23
96857,Алдан,E03_01,Экскаваторы гидравлические,no_data,131,Экскаватор гидравл CAT395,Экскаватор гидравл CAT395 №8,no_data,no_data,,2022-03-30,2032-03-30
96858,Алдан,E03_02,Экскаваторы электрические,no_data,117,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,no_data,no_data,,2007-01-01,2027-01-01
96859,Алдан,E03_02,Экскаваторы электрические,no_data,117,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №33,no_data,no_data,,2016-12-12,2036-01-01
98426,,,,,76,Станки буровые СБШ-250,Станок буровой СБШ-250-32 Универсал,,,,2023-01-01,2032-12-29
99044,Полюс Вернинское,E02_01,Станки буровые вращ.,960013690,132,Станок буровой БС Барс,Станок буровой БС Барс №1120,03-RUD-UBVR-DR13,03-RUD-UBVR,,2022-06-01,2032-05-29
99045,Полюс Вернинское,E17_11,Погрузчики фронтальные,960005147,52,Погрузчик фронтальный WA600-6,Погрузчик WA600-6 №1306,03-RUD-EKSK-VOBR-LF12,03-RUD-EKSK-VOBR-LIFT,,2022-04-10,2032-04-07
99046,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №33,11-RUD-CBVZ-SB15,11-RUD-CBVZ-SBSH,,2022-12-01,2032-11-28
99047,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №34,11-RUD-CBVZ-SB16,11-RUD-CBVZ-SBSH,,2023-01-01,2032-12-29
99048,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №35,11-RUD-CBVZ-SB17,11-RUD-CBVZ-SBSH,,2023-01-01,2032-12-29
99049,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №36,11-RUD-CBVZ-SB18,11-RUD-CBVZ-SBSH,,2023-01-01,2032-12-29
99050,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №37,11-RUD-CBVZ-SB19,11-RUD-CBVZ-SBSH,,2023-02-01,2033-01-29
99051,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №38,11-RUD-CBVZ-SB20,11-RUD-CBVZ-SBSH,,2023-03-01,2033-02-26
99052,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №39,11-RUD-CBVZ-SB21,11-RUD-CBVZ-SBSH,,2023-04-01,2033-03-29
99053,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №40,11-RUD-CBVZ-SB22,11-RUD-CBVZ-SBSH,,2023-04-01,2033-03-29
99054,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №41,11-RUD-CBVZ-SB23,11-RUD-CBVZ-SBSH,,2023-05-01,2033-04-28
99055,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №42,11-RUD-CBVZ-SB24,11-RUD-CBVZ-SBSH,,2023-05-01,2033-04-28
99056,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №43,11-RUD-CBVZ-SB25,11-RUD-CBVZ-SBSH,,2023-05-01,2033-04-28
99057,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №44,11-RUD-CBVZ-SB26,11-RUD-CBVZ-SBSH,,2023-05-01,2033-04-28
99058,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №45,11-RUD-CBVZ-SB27,11-RUD-CBVZ-SBSH,,2023-05-01,2033-04-28
99059,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №46,11-RUD-CBVZ-SB28,11-RUD-CBVZ-SBSH,,2023-06-01,2033-05-29
99060,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №47,11-RUD-CBVZ-SB29,11-RUD-CBVZ-SBSH,,2023-06-01,2033-05-29
99061,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №48,11-RUD-CBVZ-SB30,11-RUD-CBVZ-SBSH,,2023-07-01,2033-06-28
99062,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №49,11-RUD-CBVZ-SB31,11-RUD-CBVZ-SBSH,,2023-07-01,2033-06-28
99063,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №50,11-RUD-CBVZ-SB32,11-RUD-CBVZ-SBSH,,2023-09-01,2033-08-29
99064,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №51,11-RUD-CBVZ-SB33,11-RUD-CBVZ-SBSH,,2023-10-01,2033-09-28
99065,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №52,11-RUD-CBVZ-SB35,11-RUD-CBVZ-SBSH,,2023-10-01,2033-09-28
99066,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №53,11-RUD-CBVZ-SB36,11-RUD-CBVZ-SBSH,,2023-10-01,2033-09-28
99067,Полюс Вернинское,E18_01,Насосы винтовые,960013626,76,Станки буровые СБШ-250,Насос винтовой Wangen KL30S 68.0,03-ZIF-ORPO-KSGF-PU05,03-ZIF-ORPO-KSGF-PUMP,,2019-07-27,2029-07-24
100097,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №29,11-RUD-CBVZ-SB11,11-RUD-CBVZ-SBSH,,2022-07-01,2032-06-28
100098,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №30,11-RUD-CBVZ-SB12,11-RUD-CBVZ-SBSH,,2022-09-01,2032-08-29
100100,Олимпиадинский ГОК,E02_01,Станки буровые вращ.,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №31,11-RUD-CBVZ-SB13,11-RUD-CBVZ-SBSH,,2022-10-01,2032-09-28
